global_compound_id,source,source_compound_id,source_smiles,source_name,canonical_smiles,standard_inchikey,structure_parse_status
CMP_G000542,S3_P450Rdb,915,CCCOC(=O)CC1=CC=CC=C1,Propyl phenylacetate,CCCOC(=O)Cc1ccccc1,GXXFZZLGPFNITM-UHFFFAOYSA-N,ok
CMP_G000543,S1_RCSB,107,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCO)C(=O)O,,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCO)C(=O)O,GYSOJFKWYUVNCE-SFHVURJKSA-N,ok
CMP_G000544,S9_PCPD,238,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@H]1CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C,13-desoxypaxilline,CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@H](CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,GYSZYWSJZCKCBD-LXGUAGHKSA-N,ok
CMP_G000545,S8_PlantP450DB,140,CSCCCCCCCC(C(=O)O)N,pentahomomethionine,CSCCCCCCCC(N)C(=O)O,GYYOKOIBHIWNHE-UHFFFAOYSA-N,ok
CMP_G000546,S9_PCPD,484,C([C@H]([C@H]([C@H]([C@H](C=O)O)O)O)O)O,AOS,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,GZCGUPFRVQAUEE-BGPJRJDNSA-N,ok
CMP_G000547,S2_ESIBank,274,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,GZIFEOYASATJEH-VHFRWLAGSA-N,ok
CMP_G000548,S8_PlantP450DB,85,CN1CCC2=CC(=C(C=C2[C@@H]1CCC3=CC(=C(C(=C3)OC)OC)O)O)OC,(S)-autumnaline,COc1cc2c(cc1O)[C@H](CCc1cc(O)c(OC)c(OC)c1)N(C)CC2,GZUNPCNPOLOTLX-INIZCTEOSA-N,ok
CMP_G000549,S3_P450Rdb,860,CBr,Methyl bromide,CBr,GZUXJHMPEANEGY-UHFFFAOYSA-N,ok
CMP_G000550,S3_P450Rdb,540,C=CCCCCCCCCCC(=O)O,11-Dodecenoic acid,C=CCCCCCCCCCC(=O)O,GZZPOFFXKUVNSW-UHFFFAOYSA-N,ok
CMP_G000551,S9_PCPD,443,C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)C,"15,16-dihydrotanshinone I",Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,HARGZZNYNSYSGJ-JTQLQIEISA-N,ok
CMP_G000552,S2_ESIBank,376,COc1cc2ccc(=O)oc2c(O)c1O,,COc1cc2ccc(=O)oc2c(O)c1O,HAVWRBANWNTOJX-UHFFFAOYSA-N,ok
CMP_G000552,S3_P450Rdb,1423,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O,Fraxetin,COc1cc2ccc(=O)oc2c(O)c1O,HAVWRBANWNTOJX-UHFFFAOYSA-N,ok
CMP_G000552,S9_PCPD,527,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O,Fraxetin,COc1cc2ccc(=O)oc2c(O)c1O,HAVWRBANWNTOJX-UHFFFAOYSA-N,ok
CMP_G000553,S2_ESIBank,200,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,HAZHUELNIGDYQH-UHFFFAOYSA-N,ok
CMP_G000554,S3_P450Rdb,998,O=CC(N)CC=1C2=CC(=CC=C2N(C1C)C)C=3C=CC=CC3,"alpha-Amino-1,2-dimethyl-5-phenyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cc(-c3ccccc3)ccc2n1C,HBLVDGJDSGTXEO-UHFFFAOYSA-N,ok
CMP_G000555,S3_P450Rdb,1295,O=C(O)C1=CC=2C=CC=CC2N1,Indole-2-carboxylic acid,O=C(O)c1cc2ccccc2[nH]1,HCUARRIEZVDMPT-UHFFFAOYSA-N,ok
CMP_G000556,S3_P450Rdb,997,O=CC(N)CC1=CN(C=2C=C(O)C=CC21)C,alpha-Amino-6-hydroxy-1-methyl-1H-indole-3-propanal,Cn1cc(CC(N)C=O)c2ccc(O)cc21,HCUDSKVYJBBGKM-UHFFFAOYSA-N,ok
CMP_G000557,S2_ESIBank,243,COC(O)=Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,,COC(O)=Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,HDDSHPAODJUKPD-UHFFFAOYSA-N,ok
CMP_G000557,S3_P450Rdb,797,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,Fenbendazole,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,HDDSHPAODJUKPD-UHFFFAOYSA-N,ok
CMP_G000557,S9_PCPD,282,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,Fenbendazole,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,HDDSHPAODJUKPD-UHFFFAOYSA-N,ok
CMP_G000558,S8_PlantP450DB,135,CC(C)CCCC(C(=O)O)N,dihomoleucine,CC(C)CCCC(N)C(=O)O,HDIIAKZNFLPDPT-UHFFFAOYSA-N,ok
CMP_G000559,S3_P450Rdb,1477,OCC=1C=CC2=CC=C(C=C2C1)C,"2-Naphthalenemethanol, 7-methyl- (9CI, ACI)",Cc1ccc2ccc(CO)cc2c1,HDSQQGUHMIZCLC-UHFFFAOYSA-N,ok
CMP_G000560,S1_RCSB,129,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O,,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O,HDTINWYIVVMRIN-HSZRJFAPSA-N,ok
CMP_G000561,S3_P450Rdb,1051,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@]4(C(=O)CO)O)CO)O,18-Hydroxycortisol,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(CO)[C@H]1CC[C@@]2(O)C(=O)CO,HESFZGWRDUVOMS-FJNAKSJRSA-N,ok
CMP_G000562,S3_P450Rdb,119,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC)O,Rubrofusarin B,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3cc2c1,HFPQKJMLIONCGP-UHFFFAOYSA-N,ok
CMP_G000562,S9_PCPD,172,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC)O,Rubrofusarin B,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3cc2c1,HFPQKJMLIONCGP-UHFFFAOYSA-N,ok
CMP_G000563,S3_P450Rdb,1275,CC1=CC=C(C=C1)C(C)C,P-Cymene,Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,ok
CMP_G000563,S3_P450Rdb,1462,C=1C=C(C=CC1C)C(C)C,"Benzene, 1-methyl-4-(1-methylethyl)- (9CI, ACI)",Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,ok
CMP_G000563,S9_PCPD,59,CC1=CC=C(C=C1)C(C)C,P-Cymene,Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,ok
CMP_G000564,S2_ESIBank,208,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12,,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12,HFSXHZZDNDGLQN-ZVIOFETBSA-N,ok
CMP_G000564,S3_P450Rdb,1041,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)CO)O,18-Hydroxycorticosterone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12,HFSXHZZDNDGLQN-ZVIOFETBSA-N,ok
CMP_G000565,S2_ESIBank,277,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,HGXBRUKMWQGOIE-AFHBHXEDSA-N,ok
CMP_G000565,S3_P450Rdb,1224,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,(+)-Pinoresinol,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,HGXBRUKMWQGOIE-AFHBHXEDSA-N,ok
CMP_G000565,S8_PlantP450DB,158,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,(+)-pinoresinol,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,HGXBRUKMWQGOIE-AFHBHXEDSA-N,ok
CMP_G000566,S3_P450Rdb,1222,COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)O,(+)-pinoresinol,COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,HGXBRUKMWQGOIE-UHFFFAOYSA-N,ok
CMP_G000567,S8_PlantP450DB,160,COC1=C(C=CC(=C1)[C@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,(+)-epipinoresinol,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,HGXBRUKMWQGOIE-WZBLMQSHSA-N,ok
CMP_G000568,S3_P450Rdb,295,O=C(O)C(N)CC=1C=2C=CC(Br)=CC2N(C1C)C,"Tryptophan, 6-bromo-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2ccc(Br)cc2n1C,HHQVLUOUFIHVSI-UHFFFAOYSA-N,ok
CMP_G000569,S9_PCPD,492,CCCCC/C=C\C=C\O/C=C/CCCCCCC(=O)[O-],9-divinyl ether,CCCCC/C=C\C=C\O/C=C/CCCCCCC(=O)[O-],HHZKKFXQEIBVEV-CXXUKANQSA-M,ok
CMP_G000570,S9_PCPD,83,CC(=CCC/C(=C/COC(=O)C)/C)C,geranyl acetate,CC(=O)OC/C=C(\C)CCC=C(C)C,HIGQPQRQIQDZMP-DHZHZOJOSA-N,ok
CMP_G000571,S3_P450Rdb,1263,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(C)O)O)N)O,13-Dihydrodaunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,HJEZFVLKJYFNQW-FKKRWUELSA-N,ok
CMP_G000571,S9_PCPD,45,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(C)O)O)N)O,13-Dihydrodaunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,HJEZFVLKJYFNQW-FKKRWUELSA-N,ok
CMP_G000572,S3_P450Rdb,712,O=C(OC1C(=C)CCOC(=O)CCCCC1C)C2=CC=CC(=C2)N3N=NC(=C3)CN(C)C,"Benzoic acid, 3-[4-[(dimethylamino)methyl]-1H-1,2,3-triazol-1-yl]-, (5R,6R)-6-methyl-4-methylene-11-oxo-5-oxacycloundecyl ester (ACI)",C=C1CCOC(=O)CCCCC(C)C1OC(=O)c1cccc(-n2cc(CN(C)C)nn2)c1,HJMDQNSVZQDGOG-UHFFFAOYSA-N,ok
CMP_G000573,S3_P450Rdb,158,C=CCC1=CC=CC=C1,prop-2-enylbenzene,C=CCc1ccccc1,HJWLCRVIBGQPNF-UHFFFAOYSA-N,ok
CMP_G000574,S2_ESIBank,252,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,HKQYGTCOTHHOMP-UHFFFAOYSA-N,ok
CMP_G000574,S3_P450Rdb,1308,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,Formononetin,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,HKQYGTCOTHHOMP-UHFFFAOYSA-N,ok
CMP_G000574,S8_PlantP450DB,152,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,formononetin,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,HKQYGTCOTHHOMP-UHFFFAOYSA-N,ok
CMP_G000575,S1_RCSB,9,CO[C@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C(/C)[C@H](OC)C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)CC[C@H]1OCCO,,CO[C@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C(/C)[C@H](OC)C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)CC[C@H]1OCCO,HKVAMNSJSFKALM-PGYDAPRHSA-N,ok
CMP_G000576,S2_ESIBank,186,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,HKXBNHCUPKIYDM-CGMHZMFXSA-N,ok
CMP_G000576,S3_P450Rdb,1305,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,1Alpha-Hydroxyvitamin D2,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,HKXBNHCUPKIYDM-CGMHZMFXSA-N,ok
CMP_G000577,S9_PCPD,67,C1=C(C=C(C2=C1C(=O)C(=O)C(=C2O)C3=C(C4=C(C=C(C=C4O)O)C(=O)C3=O)O)O)O,Biflaviolin,O=C1C(=O)c2cc(O)cc(O)c2C(O)=C1C1=C(O)c2c(O)cc(O)cc2C(=O)C1=O,HLLYQNIOBPIXKP-UHFFFAOYSA-N,ok
CMP_G000578,S3_P450Rdb,1212,CCCCCCCCCCCCCCO,1-Tetradecanol,CCCCCCCCCCCCCCO,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,ok
CMP_G000579,S8_PlantP450DB,89,C[C@H]1CC[C@@H]([C@H]1C=O)[C@H](C)C=O,(cis/trans)-iridodial,C[C@H](C=O)[C@H]1CC[C@H](C)[C@@H]1C=O,HMCYXRFNNOPPPR-JLIMGVALSA-N,ok
CMP_G000580,S3_P450Rdb,1004,O=CC(N)CC=1C=2C(=CC=CC2N3CCOCC3)N(C1C)C,"alpha-Amino-1,2-dimethyl-4-(4-morpholinyl)-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2c(N3CCOCC3)cccc2n1C,HMDNTIZSVAZZQI-UHFFFAOYSA-N,ok
CMP_G000581,S3_P450Rdb,1317,N#CC1=CC=C(C=C1)C=C(C=C(C)CCC=2OC(OC)=C(C(=O)C2C)C)C,"4-[(1E,3E)-6-(6-Methoxy-3,5-dimethyl-4-oxo-4H-pyran-2-yl)-2,4-dimethyl-1,3-hexadien-1-yl]benzonitrile (ACI)",COc1oc(CCC(C)=CC(C)=Cc2ccc(C#N)cc2)c(C)c(=O)c1C,HMMLORCBSFAACN-UHFFFAOYSA-N,ok
CMP_G000582,S3_P450Rdb,1358,OC1=CC=CC(=C1)CC,"Phenol, 3-ethyl- (9CI, ACI)",CCc1cccc(O)c1,HMNKTRSOROOSPP-UHFFFAOYSA-N,ok
CMP_G000583,S3_P450Rdb,518,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)C,amorphadiene,C=C(C)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21,HMTAHNDPLDKYJT-CBBWQLFWSA-N,ok
CMP_G000583,S8_PlantP450DB,52,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)C,"amorpha-4,11-diene",C=C(C)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21,HMTAHNDPLDKYJT-CBBWQLFWSA-N,ok
CMP_G000584,S2_ESIBank,388,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO,,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO,HMWSKUKBAWWOJL-KCQAQPDRSA-N,ok
CMP_G000584,S3_P450Rdb,1486,CC1=CC[C@@H]2[C@@]([C@H]1CO)(CCCC2(C)C)C,"(5S,9S,10S)-Drim-7-En-11-Ol",CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO,HMWSKUKBAWWOJL-KCQAQPDRSA-N,ok
CMP_G000584,S9_PCPD,100,CC1=CC[C@@H]2[C@@]([C@H]1CO)(CCCC2(C)C)C,drimenol,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO,HMWSKUKBAWWOJL-KCQAQPDRSA-N,ok
CMP_G000585,S1_RCSB,195,CCCCC[C@H](O)/C=C/C=C/CCCCCCCC(=O)O,,CCCCC[C@H](O)/C=C/C=C/CCCCCCCC(=O)O,HNICUWMFWZBIFP-WHLLTAFYSA-N,ok
CMP_G000586,S3_P450Rdb,1351,S(C=1C=CC=CC1)C,Thioanisole,CSc1ccccc1,HNKJADCVZUBCPG-UHFFFAOYSA-N,ok
CMP_G000586,S3_P450Rdb,494,CSC1=CC=CC=C1,Thioanisole,CSc1ccccc1,HNKJADCVZUBCPG-UHFFFAOYSA-N,ok
CMP_G000587,S2_ESIBank,294,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C=O)[C@H]2CC1,,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C=O)[C@H]2CC1,HOFSYSONRIGEAC-LWYYNNOASA-N,ok
CMP_G000587,S8_PlantP450DB,270,CC(C)C1=CC2=CC[C@H]3[C@](CCC[C@@]3([C@H]2CC1)C)(C)C=O,abietadienal,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C=O)[C@H]2CC1,HOFSYSONRIGEAC-LWYYNNOASA-N,ok
CMP_G000588,S3_P450Rdb,1018,O=CC(N)CC=1C=2C=C(N)C=CC2N(C1C)C,"alpha,5-Diamino-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cc(N)ccc2n1C,HOHIMNVSDPSVTK-UHFFFAOYSA-N,ok
CMP_G000589,S3_P450Rdb,184,O=C(O)C(N)CC1=CN(C=2C(C#C)=CC=CC12)C,7-Ethynyl-1-methyltryptophan,C#Cc1cccc2c(CC(N)C(=O)O)cn(C)c12,HOTKMVZFSFLYOE-UHFFFAOYSA-N,ok
CMP_G000590,S3_P450Rdb,982,O=C(O)C(N)CC=1C=2C=C(O)C=CC2NC1C,"Tryptophan, 5-hydroxy-2-methyl-",Cc1[nH]c2ccc(O)cc2c1CC(N)C(=O)O,HPCAYLMUYMPURN-UHFFFAOYSA-N,ok
CMP_G000591,S1_RCSB,114,O=C(O)CCCNc1ccncc1,,O=C(O)CCCNc1ccncc1,HPDCDJWQNLPXFS-UHFFFAOYSA-N,ok
CMP_G000592,S3_P450Rdb,1030,O=CC(N)CC=1C=2C=CC=C(F)C2N(C1C)C,"alpha-Amino-7-fluoro-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cccc(F)c2n1C,HPPFKFOFTVWYFX-UHFFFAOYSA-N,ok
CMP_G000593,S1_RCSB,149,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,HQZOLNNEQAKEHT-IBBGRPSASA-N,ok
CMP_G000593,S3_P450Rdb,1121,CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)C)C)C)O)C,6-Deoxyerythronolide B,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,HQZOLNNEQAKEHT-IBBGRPSASA-N,ok
CMP_G000593,S9_PCPD,20,CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)C)C)C)O)C,6-deoxyerythronolide B,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,HQZOLNNEQAKEHT-IBBGRPSASA-N,ok
CMP_G000594,S3_P450Rdb,232,O=C(O)C(N)CC1=CNC=2C=C(SC)C=CC21,6-(Methylthio)-L-tryptophan,CSc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,HRHIFGOUASGJNT-UHFFFAOYSA-N,ok
CMP_G000595,S3_P450Rdb,175,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,Costunolide,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,HRYLQFBHBWLLLL-AHNJNIBGSA-N,ok
CMP_G000595,S8_PlantP450DB,67,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,costunolide,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,HRYLQFBHBWLLLL-AHNJNIBGSA-N,ok
CMP_G000595,S9_PCPD,418,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,costunolide,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,HRYLQFBHBWLLLL-AHNJNIBGSA-N,ok
CMP_G000596,S3_P450Rdb,1490,C1/C(/C)=C/[C@H]2[C@H](C(=C)C(O2)=O)CC/C(=C/C1)/C,"(1S,4E,8E,10S)-4,8-dimethyl-13-methylidene-11-oxabicyclo[8.3.0]trideca-4,8-dien-12-one",C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,HRYLQFBHBWLLLL-NNHLIDDTSA-N,ok
CMP_G000597,S3_P450Rdb,716,O=C(OC1C=CCCOC(=O)CCCCC1C)C=2C=CC=CC2N3N=NC(=C3)CN(C)C,"Benzoic acid, 2-[4-[(dimethylamino)methyl]-1H-1,2,3-triazol-1-yl]-, (4E,6S,7S)-7-methyl-12-oxooxacyclododec-4-en-6-yl ester (ACI)",CC1CCCCC(=O)OCCC=CC1OC(=O)c1ccccc1-n1cc(CN(C)C)nn1,HSHUIJODMFBIDY-UHFFFAOYSA-N,ok
CMP_G000598,S3_P450Rdb,1259,CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O.[Na+],Mevastatin Sodium,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],HSOJKEMXKOVVOH-AGNATJBLSA-M,ok
CMP_G000599,S3_P450Rdb,990,O=C(OC1CC2OC(=O)CC2C1COC)C=3C=CC(=CC3)C=4C=CC=CC4,"(3aR,4S,5R,6aS)-[1,1��-Biphenyl]-4-carboxylic acid, hexahydro-4-(hydroxymethyl)-2-oxo-2H-cyclopentafuran-5-yl ester",COCC1C(OC(=O)c2ccc(-c3ccccc3)cc2)CC2OC(=O)CC21,HSSKNUFXSDALJQ-UHFFFAOYSA-N,ok
CMP_G000600,S3_P450Rdb,367,[C@H](O)1[C@H]([C@@H](OC([C@H]1O)CO)OC1C=C(C=C(C=1)O)/C=C/C1C=CC(=CC=1)O)O,Polydatin,OCC1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,HSTZMXCBWJGKHG-AEGFYQLOSA-N,ok
CMP_G000601,S1_RCSB,67,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,HTIQEAQVCYTUBX-UHFFFAOYSA-N,ok
CMP_G000602,S3_P450Rdb,296,O=C(O)C(N)CC=1C=2C=CC(Br)=CC2NC1C,6-Bromo-2-methyltryptophan,Cc1[nH]c2cc(Br)ccc2c1CC(N)C(=O)O,HTLIOVBFEUXFAG-UHFFFAOYSA-N,ok
CMP_G000603,S3_P450Rdb,1130,C1C2C(C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=C24)OCO5,(-)-Maackiain,Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,HUKSJTUUSUGIDC-UHFFFAOYSA-N,ok
CMP_G000604,S3_P450Rdb,888,CC1=CC2=C(C=C1)NC=C2C[C@@H](C(=O)O)N,(2S)-2-amino-3-(5-methyl-1H-indol-3-yl)propanoic acid,Cc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1,HUNCSWANZMJLPM-JTQLQIEISA-N,ok
CMP_G000605,S3_P450Rdb,969,O=C(O)C(N)CC1=CNC=2C=CC(=CC21)C,5-Methyl-DL-tryptophan,Cc1ccc2[nH]cc(CC(N)C(=O)O)c2c1,HUNCSWANZMJLPM-UHFFFAOYSA-N,ok
CMP_G000606,S8_PlantP450DB,83,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,flavonols,O=c1c(O)c(-c2ccccc2)oc2ccccc12,HVQAJTFOCKOKIN-UHFFFAOYSA-N,ok
CMP_G000607,S1_RCSB,57,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,HVYWMOMLDIMFJA-DPAQBDIFSA-N,ok
