global_compound_id,source,source_compound_id,source_smiles,source_name,canonical_smiles,standard_inchikey,structure_parse_status
CMP_G000607,S2_ESIBank,59,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,HVYWMOMLDIMFJA-DPAQBDIFSA-N,ok
CMP_G000607,S3_P450Rdb,66,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,HVYWMOMLDIMFJA-DPAQBDIFSA-N,ok
CMP_G000607,S8_PlantP450DB,171,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,HVYWMOMLDIMFJA-DPAQBDIFSA-N,ok
CMP_G000607,S9_PCPD,37,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,HVYWMOMLDIMFJA-DPAQBDIFSA-N,ok
CMP_G000608,S3_P450Rdb,384,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,HVYWMOMLDIMFJA-UHFFFAOYSA-N,ok
CMP_G000609,S3_P450Rdb,218,O=C(O)C(N)CC1=CNC2=CC=CC(=C21)C3CC3,4-Cyclopropyl-L-tryptophan,NC(Cc1c[nH]c2cccc(C3CC3)c12)C(=O)O,HWHMZYDONXVTBU-UHFFFAOYSA-N,ok
CMP_G000610,S3_P450Rdb,1355,OC1=CC=C(C=C1)CC,"Phenol, 4-ethyl- (9CI, ACI)",CCc1ccc(O)cc1,HXDOZKJGKXYMEW-UHFFFAOYSA-N,ok
CMP_G000611,S3_P450Rdb,781,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N.Cl,PhIP,Cl.Cn1c(N)nc2ncc(-c3ccccc3)cc21,HXHJWFHXXVSWAW-UHFFFAOYSA-N,ok
CMP_G000612,S2_ESIBank,244,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,ok
CMP_G000612,S3_P450Rdb,794,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,ok
CMP_G000612,S9_PCPD,290,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,ok
CMP_G000613,S2_ESIBank,201,C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)Cc1ccccn1,,C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)Cc1ccccn1,HXXJCRDROUMUNY-SWLWOFJYSA-N,ok
CMP_G000614,S2_ESIBank,116,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,HYBRYAPKQCZIAE-UHFFFAOYSA-N,ok
CMP_G000614,S8_PlantP450DB,173,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C(=C(C=C4)OC)OC)OCO3,allocryptopine,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,HYBRYAPKQCZIAE-UHFFFAOYSA-N,ok
CMP_G000615,S9_PCPD,115,CC1=CC[C@@]2(CC[C@]3(CCC(=C3[C@H]2CC1)C(C)C)C)C,"cyatha-3,12-diene",CC1=CC[C@]2(C)CC[C@@]3(C)CCC(C(C)C)=C3[C@H]2CC1,HYUVPCPBEOBIGN-MISYRCLQSA-N,ok
CMP_G000616,S3_P450Rdb,128,CC1=CCC2(CCC3(CCC(=C3C2CC1)C(C)C)C)C,"(-)-cyatha-3,12-diene",CC1=CCC2(C)CCC3(C)CCC(C(C)C)=C3C2CC1,HYUVPCPBEOBIGN-UHFFFAOYSA-N,ok
CMP_G000617,S9_PCPD,105,CC(=CCNC1=NC=NC2=C1NC=N2)C,isopentenyladenine,CC(C)=CCNc1ncnc2nc[nH]c12,HYVABZIGRDEKCD-UHFFFAOYSA-N,ok
CMP_G000618,S3_P450Rdb,1104,C1=CC=C(C=C1)C2=C(C(=O)C(=C(C2=O)[O-])C3=CC=CC=C3)O,polyporic acid,O=C1C(O)=C(c2ccccc2)C(=O)C([O-])=C1c1ccccc1,HZKFHDXTSAYOSN-UHFFFAOYSA-M,ok
CMP_G000619,S9_PCPD,199,C1=CC=C(C=C1)C2=C(C(=O)C(=C(C2=O)O)C3=CC=CC=C3)O,polyporic acid,O=C1C(O)=C(c2ccccc2)C(=O)C(O)=C1c1ccccc1,HZKFHDXTSAYOSN-UHFFFAOYSA-N,ok
CMP_G000620,S3_P450Rdb,1451,[H][C@@]1([C@](C)2[C@]([H])(CCC1=C)[C@](C)(CCC2)C)CCC1COCC=1,"ent-15,16-epoxy-labda-8(17),13(14)-diene",C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CCC1=CCOC1,HZSBZMGERCQUOA-GGPKGHCWSA-N,ok
CMP_G000621,S9_PCPD,193,C/C=C/C=C/C=C/C(=O)O,"octa-2,4,6-trienoic acid",C/C=C/C=C/C=C/C(=O)O,IAAPVNQZSBLWKH-ICDJNDDTSA-N,ok
CMP_G000622,S3_P450Rdb,424,CC1=CC=C(C=C1)CCBr,1-(2-bromoethyl)-4-methylbenzene,Cc1ccc(CCBr)cc1,IAZCKSJRRRXZEY-UHFFFAOYSA-N,ok
CMP_G000623,S3_P450Rdb,142,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C,"Germacra-1(10),4,11(13)-Trien-12-Oate",C=C(C(=O)[O-])[C@H]1C/C=C(\C)CC/C=C(\C)CC1,IBJVPIJUFFVDBS-JBMXZMKISA-M,ok
CMP_G000623,S9_PCPD,428,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C,"germacra-1(10),4,11(13)-trien-12-oate",C=C(C(=O)[O-])[C@H]1C/C=C(\C)CC/C=C(\C)CC1,IBJVPIJUFFVDBS-JBMXZMKISA-M,ok
CMP_G000624,S2_ESIBank,0,C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,,C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,IBJVPIJUFFVDBS-JBMXZMKISA-N,ok
CMP_G000624,S8_PlantP450DB,65,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)O)/C,germacrene A acid,C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,IBJVPIJUFFVDBS-JBMXZMKISA-N,ok
CMP_G000624,S9_PCPD,427,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)O)/C,germacrene A acid,C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1,IBJVPIJUFFVDBS-JBMXZMKISA-N,ok
CMP_G000625,S3_P450Rdb,1072,C(CCCCCCCCCCC(=O)[O-])CCCCCCCCCCO,22-Hydroxydocosanoate,O=C([O-])CCCCCCCCCCCCCCCCCCCCCO,IBPVZXPSTLXWCG-UHFFFAOYSA-M,ok
CMP_G000625,S9_PCPD,310,C(CCCCCCCCCCC(=O)[O-])CCCCCCCCCCO,22-Hydroxydocosanoate,O=C([O-])CCCCCCCCCCCCCCCCCCCCCO,IBPVZXPSTLXWCG-UHFFFAOYSA-M,ok
CMP_G000626,S3_P450Rdb,223,O=C(O)C(N)CC1=CNC=2C(=CC=CC12)C=3C=CN=CC3,7-(4-Pyridinyl)-L-tryptophan,NC(Cc1c[nH]c2c(-c3ccncc3)cccc12)C(=O)O,IBSINMNUKJIBCX-UHFFFAOYSA-N,ok
CMP_G000627,S1_RCSB,6,Cc1ccccc1Cl,,Cc1ccccc1Cl,IBSQPLPBRSHTTG-UHFFFAOYSA-N,ok
CMP_G000628,S9_PCPD,23,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O,avermectin B1,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,IBSREHMXUMOFBB-JFUDTMANSA-N,ok
CMP_G000629,S9_PCPD,122,C/C=C(\C)/CCCCCCC/C=C\C=C\C=C/CC1=CC(=CC(=C1)O)O,soppiline B,C/C=C(\C)CCCCCCC/C=C\C=C\C=C/Cc1cc(O)cc(O)c1,IBTUEOUYYLIJLK-LOFTVMHWSA-N,ok
CMP_G000630,S3_P450Rdb,818,CC=C(C)CCCCCCCC=CC=CC=CCC1=CC(=CC(=C1)O)O,soppiline B,CC=C(C)CCCCCCCC=CC=CC=CCc1cc(O)cc(O)c1,IBTUEOUYYLIJLK-UHFFFAOYSA-N,ok
CMP_G000631,S3_P450Rdb,1420,CC/C=C\C[C@H]1[C@H](CCC1=O)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)[O-],L-Isoleucine-(+)-7-Isojasmonate,CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)[O-])[C@@H](C)CC,IBZYPBGPOGJMBF-QPERPISQSA-M,ok
CMP_G000632,S2_ESIBank,53,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@H](C(=O)O)[C@@H](C)CC,,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@H](C(=O)O)[C@@H](C)CC,IBZYPBGPOGJMBF-QRHMYKSGSA-N,ok
CMP_G000632,S8_PlantP450DB,285,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)O,jasmonoyl-L-isoleucine (JA-Ile),CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)O)[C@@H](C)CC,IBZYPBGPOGJMBF-QRHMYKSGSA-N,ok
CMP_G000632,S9_PCPD,562,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)O,jasmonoyl-L-isoleucine,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)O)[C@@H](C)CC,IBZYPBGPOGJMBF-QRHMYKSGSA-N,ok
CMP_G000633,S8_PlantP450DB,245,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)C(=O)O)O)O)C,medicagenic acid,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,IDGXIXSKISLYAC-WNTKNEGGSA-N,ok
CMP_G000633,S9_PCPD,550,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)C(=O)O)O)O)C,medicagenic acid,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,IDGXIXSKISLYAC-WNTKNEGGSA-N,ok
CMP_G000634,S3_P450Rdb,1128,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H]([C@@H]4O)O)C)C)CO,"(25R)-4Beta,26-Dihydroxycholesterol",C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,IDLRVFXWSUWMHI-KUYJPBLDSA-N,ok
CMP_G000634,S9_PCPD,260,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H]([C@@H]4O)O)C)C)CO,"(25R)-4Beta,26-Dihydroxycholesterol",C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,IDLRVFXWSUWMHI-KUYJPBLDSA-N,ok
CMP_G000635,S3_P450Rdb,1370,C(CCC=O)C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],"20-Oxo-(5Z,8Z,11Z,14Z)-Eicosatetraenoate",O=CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],IDPOCGHKMNIWBB-DTLRTWKJSA-M,ok
CMP_G000635,S9_PCPD,314,C(CCC=O)C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],"20-Oxo-(5Z,8Z,11Z,14Z)-Eicosatetraenoate",O=CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-],IDPOCGHKMNIWBB-DTLRTWKJSA-M,ok
CMP_G000636,S1_RCSB,128,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,IDRYSCOQVVUBIJ-PPGFLMPOSA-N,ok
CMP_G000637,S1_RCSB,206,CCc1cccc(OP(=O)(O)O)c1,,CCc1cccc(OP(=O)(O)O)c1,IEFUTYQGHXXRLJ-UHFFFAOYSA-N,ok
CMP_G000638,S3_P450Rdb,244,O=C(O)C(N)CC=1C2=CC(=CC=C2NC1C)C=3C=CN=CC3,2-Methyl-5-(4-pyridinyl)tryptophan,Cc1[nH]c2ccc(-c3ccncc3)cc2c1CC(N)C(=O)O,IEVXMLSCQHRQMB-UHFFFAOYSA-N,ok
CMP_G000639,S3_P450Rdb,18,CC1CNC(=O)C(NC(=O)C=CCC(OC(=O)C(OC1=O)CC(C)C)C(C)C=CC2=CC=CC=C2)CC3=CC=C(C=C3)OC,Cryptophycin D,COc1ccc(CC2NC(=O)C=CCC(C(C)C=Cc3ccccc3)OC(=O)C(CC(C)C)OC(=O)C(C)CNC2=O)cc1,IEYSWBYGDJSUEZ-UHFFFAOYSA-N,ok
CMP_G000640,S2_ESIBank,307,C/C=C/CCC(C)O,,C/C=C/CCC(C)O,IFSYJVQRVQMRKN-ONEGZZNKSA-N,ok
CMP_G000641,S3_P450Rdb,215,O=C(O)C(N)CC1=CNC2=C1C=CC=C2N3CCOCC3,7-(4-Morpholinyl)-L-tryptophan,NC(Cc1c[nH]c2c(N3CCOCC3)cccc12)C(=O)O,IFTQAQOFVSXAPC-UHFFFAOYSA-N,ok
CMP_G000642,S3_P450Rdb,1463,C=1C=CC(=CC1)C2CCCCC2,"Benzene, cyclohexyl- (8CI, 9CI, ACI)",c1ccc(C2CCCCC2)cc1,IGARGHRYKHJQSM-UHFFFAOYSA-N,ok
CMP_G000643,S9_PCPD,143,C1CCC(CC1)N2CCN(CC2)C(CC3=CC=CC=C3)C4=CC=CC=C4,diphenyl piperazine,c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,IGBRRSIHEGCUEN-UHFFFAOYSA-N,ok
CMP_G000644,S3_P450Rdb,900,CCC(C)CC(C)CC(C)CC(C)C(=O)OC,"Methyl (2R,4R,6R,8R)-2,4,6,8-tetramethyldecanoate",CCC(C)CC(C)CC(C)CC(C)C(=O)OC,IGBSZPRCTMBPTC-UHFFFAOYSA-N,ok
CMP_G000645,S9_PCPD,163,CC1=C[C@@H]2[C@](CC1)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)COC(=O)C,calonectrin,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](OC(C)=O)C[C@@]2(C)[C@]12CO2,IGDIDZAQDRAJRB-UPGMHYFXSA-N,ok
CMP_G000646,S3_P450Rdb,106,C[C@@]1(CC[C@@H]2[C@]3(CCCC([C@@H]3CC[C@]2(O1)C)(C)C)C)C=C,13(R)-Manoyl Oxide,C=C[C@@]1(C)CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1,IGGWKHQYMAJOHK-HHUCQEJWSA-N,ok
CMP_G000646,S8_PlantP450DB,123,C[C@@]1(CC[C@@H]2[C@]3(CCCC([C@@H]3CC[C@]2(O1)C)(C)C)C)C=C,13R-manoyl oxide,C=C[C@@]1(C)CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1,IGGWKHQYMAJOHK-HHUCQEJWSA-N,ok
CMP_G000646,S9_PCPD,501,C[C@@]1(CC[C@@H]2[C@]3(CCCC([C@@H]3CC[C@]2(O1)C)(C)C)C)C=C,13R-manoyl oxide,C=C[C@@]1(C)CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1,IGGWKHQYMAJOHK-HHUCQEJWSA-N,ok
CMP_G000647,S3_P450Rdb,105,C[C@@]1(CCC2[C@]3(CCCC(C3CC[C@]2(O1)C)(C)C)C)C=C,"(13R)-8,13-epoxylabd-14-ene",C=C[C@@]1(C)CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@@]2(C)O1,IGGWKHQYMAJOHK-NKBYQBPKSA-N,ok
CMP_G000648,S3_P450Rdb,269,O=C(O)C(N)CC=1C=2C=C(Br)C=CC2N(C1C)C,"Tryptophan, 5-bromo-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2cc(Br)ccc2n1C,IHFWRLIPKGDMJF-UHFFFAOYSA-N,ok
CMP_G000649,S1_RCSB,215,Oc1cc(O)c2c(O)cc(O)c(O)c2c1,,Oc1cc(O)c2c(O)cc(O)c(O)c2c1,IISYZEMBGRNYTH-UHFFFAOYSA-N,ok
CMP_G000650,S3_P450Rdb,1117,CC(C)CCCCCCCCCCCCCC(=O)[O-],15-Methylhexadecanoate,CC(C)CCCCCCCCCCCCCC(=O)[O-],IIUXHTGBZYEGHI-UHFFFAOYSA-M,ok
CMP_G000651,S3_P450Rdb,1211,CCCCCCCCCCCCC,Tridecane,CCCCCCCCCCCCC,IIYFAKIEWZDVMP-UHFFFAOYSA-N,ok
CMP_G000652,S3_P450Rdb,902,CCCC,Butane,CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N,ok
CMP_G000653,S3_P450Rdb,371,C[C@@H]1CCC(=O)[C@@H]([C@@]1(C)CC/C(=C/CC2=C(C(=C(C(=C2O)Cl)C)C=O)O)/C)C,Ilicicolin C,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC[C@@]1(C)[C@H](C)CCC(=O)[C@@H]1C,IJEHYEVNWOYGMS-WGUBEYSISA-N,ok
CMP_G000653,S9_PCPD,210,C[C@@H]1CCC(=O)[C@@H]([C@@]1(C)CC/C(=C/CC2=C(C(=C(C(=C2O)Cl)C)C=O)O)/C)C,Ilicicolin C,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC[C@@]1(C)[C@H](C)CCC(=O)[C@@H]1C,IJEHYEVNWOYGMS-WGUBEYSISA-N,ok
CMP_G000654,S2_ESIBank,213,O=C(O)c1cccc(O)c1,,O=C(O)c1cccc(O)c1,IJFXRHURBJZNAO-UHFFFAOYSA-N,ok
CMP_G000654,S3_P450Rdb,60,C1=CC(=CC(=C1)O)C(=O)O,3-Hydroxybenzoic Acid,O=C(O)c1cccc(O)c1,IJFXRHURBJZNAO-UHFFFAOYSA-N,ok
CMP_G000654,S9_PCPD,133,C1=CC(=CC(=C1)O)C(=O)O,3-Hydroxybenzoic Acid,O=C(O)c1cccc(O)c1,IJFXRHURBJZNAO-UHFFFAOYSA-N,ok
CMP_G000655,S2_ESIBank,217,O=C(O)c1ccccc1Cl,,O=C(O)c1ccccc1Cl,IKCLCGXPQILATA-UHFFFAOYSA-N,ok
CMP_G000656,S3_P450Rdb,725,CC1=CC(C=CC1=O)(C)OO,"4-hydroperoxy-2,4-dimethyl-2,5-cyclohexadien-1-one",CC1=CC(C)(OO)C=CC1=O,IKKBRQNAJPERIG-UHFFFAOYSA-N,ok
CMP_G000657,S1_RCSB,130,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O,,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O,IKLUIZJWBLJHAQ-HAAQQRBASA-N,ok
CMP_G000658,S8_PlantP450DB,59,C1=CC(=O)OC2=CC(=C(C=C21)O)O,esculetin,O=c1ccc2cc(O)c(O)cc2o1,ILEDWLMCKZNDJK-UHFFFAOYSA-N,ok
CMP_G000659,S3_P450Rdb,717,O=C1OCCC(=C)C(OC(=O)C(N2N=NC(=C2)CN(C)C)C)C(C)CCCC1,"1H-1,2,3-Triazole-1-acetic acid, 4-[(dimethylamino)methyl]-alpha-methyl-, (5S,6S)-6-methyl-4-methylene-11-oxo-5-oxacycloundecyl ester, (alphaR)- (ACI)",C=C1CCOC(=O)CCCCC(C)C1OC(=O)C(C)n1cc(CN(C)C)nn1,ILURKTSSDWAQKN-UHFFFAOYSA-N,ok
CMP_G000660,S3_P450Rdb,439,CCCCCCC,Heptane,CCCCCCC,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ok
CMP_G000660,S9_PCPD,49,CCCCCCC,Heptane,CCCCCCC,IMNFDUFMRHMDMM-UHFFFAOYSA-N,ok
CMP_G000661,S1_RCSB,124,C[C@@H]1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,,C[C@@H]1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,IMPMOBJZWFZYGR-OTYXRUKQSA-N,ok
CMP_G000662,S9_PCPD,14,CCCCC[C@H]([C@@H]1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@@H](/C(=C/C=C/C=C/C=C/C=C/[C@@H]([C@H](OC1=O)C)O)/C)O)O)O)O)O)O)O)O,filipin,CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,IMQSIXYSKPIGPD-YQRUMEKGSA-N,ok
CMP_G000663,S3_P450Rdb,1194,COC(=O)CC1CCCCC1,methyl 2-cyclohexylacetate,COC(=O)CC1CCCCC1,IMXBRVLCKXGWSS-UHFFFAOYSA-N,ok
CMP_G000664,S3_P450Rdb,1089,CCCCCCCC[C@H]1[C@H](O1)CCCCCCCC(=O)[O-],"(9R,10S)-Epoxy-Octadecanoate",CCCCCCCC[C@@H]1O[C@@H]1CCCCCCCC(=O)[O-],IMYZYCNQZDBZBQ-DLBZAZTESA-M,ok
CMP_G000664,S9_PCPD,311,CCCCCCCC[C@H]1[C@H](O1)CCCCCCCC(=O)[O-],"(9R,10S)-Epoxy-Octadecanoate",CCCCCCCC[C@@H]1O[C@@H]1CCCCCCCC(=O)[O-],IMYZYCNQZDBZBQ-DLBZAZTESA-M,ok
CMP_G000665,S3_P450Rdb,1088,CCCCCCCC[C@@H]1[C@@H](O1)CCCCCCCC(=O)[O-],"(9S,10R)-Epoxy-Octadecanoate",CCCCCCCC[C@H]1O[C@H]1CCCCCCCC(=O)[O-],IMYZYCNQZDBZBQ-SJORKVTESA-M,ok
CMP_G000665,S9_PCPD,337,CCCCCCCC[C@@H]1[C@@H](O1)CCCCCCCC(=O)[O-],"(9S,10R)-Epoxy-Octadecanoate",CCCCCCCC[C@H]1O[C@H]1CCCCCCCC(=O)[O-],IMYZYCNQZDBZBQ-SJORKVTESA-M,ok
CMP_G000666,S2_ESIBank,103,CCCCCCCC[C@H]1O[C@H]1CCCCCCCC(=O)O,,CCCCCCCC[C@H]1O[C@H]1CCCCCCCC(=O)O,IMYZYCNQZDBZBQ-SJORKVTESA-N,ok
CMP_G000667,S3_P450Rdb,1154,CCCCCCCCC1C(O1)CCCCCCCC(=O)[O-],"9,10-Epoxyoctadecanoate",CCCCCCCCC1OC1CCCCCCCC(=O)[O-],IMYZYCNQZDBZBQ-UHFFFAOYSA-M,ok
CMP_G000667,S9_PCPD,345,CCCCCCCCC1C(O1)CCCCCCCC(=O)[O-],"9,10-Epoxyoctadecanoate",CCCCCCCCC1OC1CCCCCCCC(=O)[O-],IMYZYCNQZDBZBQ-UHFFFAOYSA-M,ok
CMP_G000668,S2_ESIBank,143,CCCCCCCCC1OC1CCCCCCCC(=O)O,,CCCCCCCCC1OC1CCCCCCCC(=O)O,IMYZYCNQZDBZBQ-UHFFFAOYSA-N,ok
