substrate_idx,cid,in_any_split,pubchem_conformer_count_3d,pubchem_isomeric_smiles,pubchem_inchikey,pubchem_heavy_atoms,pubchem_rotatable_bonds,inchikey_match
1562,122499573,1,10,,TVVMMDSTZRIHLH-UHFFFAOYSA-N,18,4,1
1563,5460411,1,8,,TVXJJNJGTDWFLD-RMKNXTFCSA-N,11,2,1
1564,5459810,1,10,,TVXJJNJGTDWFLD-TWGQIWQCSA-N,11,2,1
1565,14486926,1,4,,TWGYXCCDWSORFO-QHSBEEBCSA-N,16,1,1
1566,271894,1,6,,TWIWWNQQAVOIQJ-UHFFFAOYSA-N,10,2,1
1567,132526895,1,10,,TXHIPUZLOILIIU-HTMKVPHHSA-N,24,10,1
1568,136431,1,9,,TXMFDSUMJLQLGB-UHFFFAOYSA-N,10,2,1
1569,83762301,1,10,,TXYAJMFZMNTLPZ-UHFFFAOYSA-N,18,3,1
1570,10457,1,10,,TYFQFVWCELRYAO-UHFFFAOYSA-N,12,7,1
1571,5280961,1,2,,TZBJGXHYKVUXJN-UHFFFAOYSA-N,20,1,1
1572,2733,1,1,,TZFWDZFKRBELIQ-UHFFFAOYSA-N,11,0,1
1573,83763812,1,10,,TZHUVVFMIJTMCA-UHFFFAOYSA-N,17,3,1
1574,10131281,1,10,,TZWZKDULKILUPV-LBPRGKRZSA-N,18,9,1
1575,23724670,1,6,,UABMFOBSIHSWFQ-UHFFFAOYSA-N,20,1,1
1576,44140145,1,3,,UABYSSHJBWFDJU-CRLRQKJVSA-N,18,0,1
1577,146672908,1,2,,UBTZCHHLMCBTIV-WDHFGGHWSA-M,18,0,1
1578,13918522,1,1,,UBUHIKQRNDOKCZ-JABDUKPASA-N,32,0,1
1579,122499532,1,10,,UCAIKGFFILUVTE-UHFFFAOYSA-N,18,4,1
1580,146035899,1,10,,UCEYENNEMBTPOB-IRXDYDNUSA-N,26,4,1
1581,5281040,1,10,,UCHDWCPVSPXUMX-TZIWLTJVSA-N,41,12,1
1582,239,1,8,,UCMIRNVEIXFBKS-UHFFFAOYSA-N,6,2,1
1583,439423,1,9,,UCTLRSWJYQTBFZ-DDPQNLDTSA-N,28,5,1
1584,10684,1,10,,UDQCRUSSQAXPJY-UHFFFAOYSA-N,14,3,1
1585,9967418,1,2,,UEWNVBNIVGLQPG-XXHSLLPRSA-N,24,1,1
1586,931,1,1,,UFWIBTONFRDIAS-UHFFFAOYSA-N,10,0,1
1587,7058075,1,10,,UGAGPNKCDRTDHP-UHFFFAOYSA-M,19,14,1
1588,10466,1,10,,UGAGPNKCDRTDHP-UHFFFAOYSA-N,19,15,1
1589,75846,1,10,,UHBAPGWWRFVTFS-UHFFFAOYSA-N,14,3,1
1590,139588359,1,10,,UHGQPXFZDZCXRO-WHLPDFMQSA-N,26,6,1
1591,154700454,1,10,,UHIUUHNZAFMODU-RWAOKGLLSA-N,20,8,1
1592,122499535,1,10,,UHJVMKZPHHPWQO-UHFFFAOYSA-N,18,4,1
1593,134361118,1,10,,UHMPCVGLSKFXHR-DIUGKWCASA-N,30,6,0
1594,139355338,1,10,,UHMPCVGLSKFXHR-VBDKWKLLSA-N,30,6,0
1595,443829,1,10,,UHYFCDBUKBJSFA-JYFLSIMMSA-N,36,3,1
1596,146020569,1,10,,UHZMUUVMCUUKRQ-GJZGRUSLSA-N,25,4,1
1597,74431845,1,10,,UIKHEWRXMDFLKN-UHFFFAOYSA-N,17,4,1
1598,854019,1,4,,UIKROCXWUNQSPJ-VIFPVBQESA-N,13,1,1
1599,11092,1,4,,UILPJVPSNHJFIK-UHFFFAOYSA-N,12,2,1
1600,1268289,1,10,,UISWRUUBFFHGLE-UHFFFAOYSA-N,15,2,1
1601,443450,1,2,,UJFQJDAESQJXTG-UFUZVNNQSA-N,24,2,1
1602,11048310,1,10,,UJGZOSZMMQGHPD-GTYSVAQVSA-N,31,5,1
1603,24894609,1,9,,UJLVPNBSIOYKAF-HXLRMTTFSA-N,23,2,1
1604,24894608,1,6,,UJLVPNBSIOYKAF-RBSJJVMISA-N,23,2,1
1605,6854,1,1,,UJOBWOGCFQCDNV-UHFFFAOYSA-N,13,0,1
1606,20055661,1,1,,UKAIYBGRLWQHDQ-KWRVYEIKSA-N,32,0,1
1607,22266650,1,10,,UKDJCWUSWYBRDM-UHFFFAOYSA-N,12,7,1
1608,101140117,1,10,,UKDJCWUSWYBRDM-ZETCQYMHSA-N,12,7,1
1609,5460660,1,0,,UKMSUNONTOPOIO-UHFFFAOYSA-M,24,19,1
1610,126584278,1,10,,ULNQXUOJGTUBEW-UHFFFAOYSA-N,22,4,1
1611,21884720,1,0,,ULQISTXYYBZJSJ-UHFFFAOYSA-M,21,15,1
1612,91819909,1,10,,ULSSSZOYSMVFIJ-NPQUFKRBSA-M,46,11,1
1613,23657843,1,10,,ULSSSZOYSMVFIJ-NPQUFKRBSA-N,46,12,1
1614,68077,1,5,,ULSUXBXHSYSGDT-UHFFFAOYSA-N,27,6,1
1615,5318268,1,3,,UMLNUFLSRYJZFA-UHFFFAOYSA-N,15,1,1
1616,122499633,1,9,,UMRJQKFTSAKXOG-UHFFFAOYSA-N,23,4,1
1617,3815886,1,0,,UMTABACRBSGXGK-UHFFFAOYSA-N,33,4,1
1618,7450,1,4,,UNEATYXSUBPPKP-UHFFFAOYSA-N,12,2,1
1619,86278052,1,8,,UNFCTLFLKCGAOK-LOMQJKJHSA-O,31,4,1
1620,169452743,1,10,,UNMSMRGQUYVPSQ-MINDFHNRSA-N,36,1,1
1621,5312531,1,10,,UNSRRHDPHVZAHH-YOILPLPUSA-N,22,15,1
1622,7123,1,2,,UOBYKYZJUGYBDK-UHFFFAOYSA-N,13,1,1
1623,,1,,,,,,
1624,19212,1,8,,UPEZCKBFRMILAV-JMZLNJERSA-N,33,5,1
1625,,1,,,,,,
1626,,1,,,,,,
1627,13420,1,10,,UPOSSYJVWXLPTA-UHFFFAOYSA-N,12,0,1
1628,6272,1,10,,UQTZMGFTRHFAAM-UHFFFAOYSA-N,14,3,1
1629,249090,1,10,,URBHVZVPIHGYBQ-UHFFFAOYSA-N,16,3,1
1630,5743,1,2,,UREBDLICKHMUKA-CXSFZGCWSA-N,28,2,1
1631,68071,1,3,,URFCJEUYXNAHFI-ZDUSSCGKSA-N,19,1,1
1632,82389274,1,10,,URHTVFRIPLNLMH-UHFFFAOYSA-N,17,3,1
1633,73229503,1,0,,URNVSZVQLKHKDE-UHFFFAOYSA-N,31,5,1
1634,16061345,1,10,,URNVSZVQLKHKDE-WAFXAADMSA-N,31,5,1
1635,24771792,1,10,,USFJGINJGUIFSY-IUFSEJPUSA-N,31,6,1
1636,24405,1,10,,USVMJSALORZVDV-SDBHATRESA-N,24,5,1
1637,122499508,1,10,,UTRKSMZRATXDNL-UHFFFAOYSA-N,22,4,1
1638,168007643,1,4,,UTUGYZCGZXJEHE-KKSFZXQISA-O,25,1,1
1639,11065764,1,4,,UUDKOVSZNMZKND-BDAURDKOSA-N,20,1,1
1640,73097470,1,10,,UUDKOVSZNMZKND-UHFFFAOYSA-N,20,1,1
1641,15775266,1,1,,UUELCYRRWZRKFX-UHFFFAOYSA-N,11,0,1
1642,11889565,1,2,,UUOHXXXJRQGPLC-JJFNZWTKSA-N,24,1,1
1643,14077784,1,0,,UVBUBMSSQKOIBE-NDFMDLIYSA-N,50,31,1
1644,9880,1,2,,UWFYSQMTEOIJJG-FDTZYFLXSA-N,29,3,1
1645,72193721,1,0,,UWQBXHRRMZPENW-UHFFFAOYSA-M,29,24,1
1646,,1,,,,,,
1647,,1,,,,,,
1648,736242,1,10,,UXTDCJJEJZCEBF-BQYQJAHWSA-N,14,4,1
1649,5280915,1,10,,UXVRTOKOJOMENI-WLPVFMORSA-N,25,14,1
1650,11225326,1,1,,UXWOXTQWVMFRSE-JCSRQJCQSA-N,33,0,1
1651,440583,1,3,,UXYJCYXWJGAKQY-HNNXBMFYSA-N,24,0,1
1652,45266757,1,10,,UYQGVDXDXBAABN-FQSPHKRJSA-M,22,13,1
1653,5497123,1,10,,UYQGVDXDXBAABN-FQSPHKRJSA-N,22,14,1
1654,,1,,,,,,
1655,25201540,1,10,,UYQGVDXDXBAABN-UHFFFAOYSA-M,22,13,1
1656,6440263,1,10,,UYQGVDXDXBAABN-YPPMWDAJSA-N,22,14,1
1657,12070839,1,10,,UYYNOIVMWZJAJV-UHFFFAOYSA-N,14,5,1
1658,5282108,1,10,,UZFLPKAIBPNNCA-BQYQJAHWSA-N,14,2,1
1659,24680,1,10,,UZFLPKAIBPNNCA-UHFFFAOYSA-N,14,2,1
1660,14270,1,1,,UZLQSPYGTUMKGS-UHFFFAOYSA-N,8,0,1
1661,89377,1,0,,VACHUYIREGFMSP-UHFFFAOYSA-N,22,16,1
1662,10247670,1,10,,VBIRCRCPHNUJAS-AFHBHXEDSA-N,26,3,1
1663,130679,1,10,,VBIRCRCPHNUJAS-UHFFFAOYSA-N,26,3,1
1664,2775163,1,10,,VBLALYJSGGGWHU-UHFFFAOYSA-N,13,3,1
1665,69877,1,10,,VBSHAXJPLHCYTH-UHFFFAOYSA-N,12,2,1
1666,5281616,1,1,,VCCRNZQBSJXYJD-UHFFFAOYSA-N,20,1,1
1667,3275374,1,10,,VCEKELYMIZRCFL-UHFFFAOYSA-N,16,1,1
1668,6432169,1,10,,VCOVNILQQQZROK-OTGCGEFBSA-N,20,1,1
1669,10355909,1,2,,VCOVNILQQQZROK-PIKOESSRSA-N,20,1,1
1670,13969536,1,2,,VCOVNILQQQZROK-QGZVKYPTSA-N,20,1,1
1671,15563754,1,10,,VDMMFAOUINDEGC-UFBFGSQYSA-N,19,2,1
1672,122499668,1,9,,VDPNQQJVFQKYQF-UHFFFAOYSA-N,23,4,1
1673,,1,,,,,,
1674,7196,1,2,,VDVJGIYXDVPQLP-UHFFFAOYSA-N,12,1,1
1675,44440699,1,10,,VETISYBLGRLTKW-PBVOKPDPSA-N,20,4,1
1676,77916059,1,4,,VEXDOCFQMVMPHJ-UHFFFAOYSA-N,20,1,1
1677,,1,,,,,,
1678,3110228,1,6,,VFUITWPFKLGEQA-UHFFFAOYSA-N,22,1,1
1679,10584485,1,10,,VGEQZPKAGFDVHW-UHFFFAOYSA-N,15,6,1
1680,4788,1,10,,VGEREEWJJVICBM-UHFFFAOYSA-N,20,4,1
1681,44227768,1,0,,VGZNPOHVJNZAOU-OISZERLPSA-N,42,19,1
1682,101715932,1,9,,VGZXRQRNMAYDHJ-UITAMQMPSA-N,12,2,1
1683,10680,1,1,,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,17,1,1
1684,275047,1,10,,VHDKHXDKOZGPPK-UHFFFAOYSA-N,15,1,1
1685,69334,1,3,,VHILIAIEEYLJNA-UHFFFAOYSA-N,9,1,1
1686,736228,1,3,,VHNLJRRECIZZPX-UHFFFAOYSA-N,13,1,1
1687,5461027,1,0,,VHOCUJPBKOZGJD-UHFFFAOYSA-M,32,27,1
1688,13671847,1,1,,VHWTVINEPPOCLA-DTMQFJJTSA-N,23,2,1
1689,92100,1,10,,VIIAUOZUUGXERI-UHFFFAOYSA-N,14,3,1
1690,,1,,,,,,
1691,102515138,1,10,,VIPVRXUSPSUXNI-XDMMOTQBSA-N,32,5,1
1692,36462,1,6,,VJJPUSNTGOMMGY-MRVIYFEKSA-N,42,5,1
1693,23252995,1,10,,VJVMMXUPZGOBSN-DIUMXTPXSA-N,20,3,1
1694,13187,1,10,,VKCYHJWLYTUGCC-UHFFFAOYSA-N,10,6,1
1695,74974971,1,10,,VKGHBDXOLJCUNP-UHFFFAOYSA-N,26,6,1
1696,10467,1,0,,VKOBVWXKNCXXDE-UHFFFAOYSA-N,22,18,1
1697,,1,,,,,,
1698,11240776,1,2,,VKVCJIMMVPXDQD-UHFFFAOYSA-N,13,1,1
1699,86289484,1,2,,VLEZTIKHFUAVRK-UHFFFAOYSA-M,14,0,1
1700,13454957,1,3,,VLEZTIKHFUAVRK-UHFFFAOYSA-N,14,1,1
1701,14423521,1,1,,VLFUANNVMXKBPF-ZAPOICBTSA-N,32,1,1
1702,8058,1,10,,VLKZOEOYAKHREP-UHFFFAOYSA-N,6,3,1
1703,332915,1,1,,VLMZMRDOMOGGFA-WDBKCZKBSA-N,18,0,1
1704,74819513,1,0,,VLRMAVHXJLVDCY-UHFFFAOYSA-N,31,1,1
1705,131841473,1,1,,VLRYIIPJIVGFIV-PXCMFJNASA-N,32,0,1
1706,397934,1,1,,VLRYIIPJIVGFIV-QQSFYHFXSA-N,32,0,1
1707,22326367,1,10,,VMMOOBBCGTVDGP-UHFFFAOYSA-N,16,3,1
1708,102028,1,1,,VMNRNUNYBVFVQI-QYXZOKGRSA-N,20,0,1
1709,322636,1,1,,VMQBFYRBJKDACN-UHFFFAOYSA-N,12,0,1
1710,25001002,1,10,,VNBRFEUEYRHQBM-OPEBEUCHSA-N,31,12,1
1711,297,1,1,,VNWKTOKETHGBQD-UHFFFAOYSA-N,1,0,1
1712,102023288,1,10,,VNYRYHUSEXFRBX-CAVUVSGNSA-N,30,5,1
1713,5280492,1,10,,VNYSSYRCGWBHLG-AMOLWHMGSA-N,24,14,1
1714,9949656,1,10,,VNYSSYRCGWBHLG-GEWAPNICSA-N,24,14,1
1715,5283128,1,10,,VNYSSYRCGWBHLG-UKNWISKWSA-N,24,14,1
1716,98914,1,10,,VOMDIEGPEURZJO-UHFFFAOYSA-N,20,3,1
1717,134259619,1,10,,VONSZIDWIWIPKH-UHFFFAOYSA-N,19,4,1
1718,5757,1,1,,VOXZDWNPVJITMN-ZBRFXRBCSA-N,20,0,1
1719,13894537,1,3,,VPDZRSSKICPUEY-JEPMYXAXSA-N,15,0,1
1720,83760427,1,10,,VQESZFAGCTXAFE-UHFFFAOYSA-N,17,3,1
1721,,1,,,,,,
1722,2763071,1,10,,VQSRKJZICBNQJG-UHFFFAOYSA-N,16,3,1
1723,70016,1,9,,VQTDPCRSXHFMOL-UHFFFAOYSA-N,13,3,1
1724,122499671,1,10,,VRNOLXIGHXRDGJ-UHFFFAOYSA-N,19,4,1
1725,101964,1,3,,VRRHHTISESGZFN-RKFFNLMFSA-N,23,1,1
1726,2538,1,2,,VSJKWCGYPAHWDS-UHFFFAOYSA-N,26,1,1
1727,169842,1,10,,VSOISORJHNBTCV-UHFFFAOYSA-N,16,6,1
1728,170036,1,10,,VSUKEWPHURLYTK-UHFFFAOYSA-N,16,7,1
1729,38111,1,2,,VUBBCFWWSKOHTH-UHFFFAOYSA-N,13,3,1
1730,3082465,1,6,,VUBNQBXWQVHBLU-UHFFFAOYSA-N,12,2,1
1731,9841766,1,0,,VUQSZZXQGQSRJA-UHFFFAOYSA-N,26,2,1
1732,82663459,1,10,,VWBDDNABRZTJLS-UHFFFAOYSA-N,17,3,1
1733,445713,1,10,,VWFJDQUYCIWHTN-YFVJMOTDSA-N,24,11,1
1734,10849377,1,10,,VWHRSOLECADIGQ-YKALOCIXSA-N,19,3,1
1735,9976,1,10,,VWHRYODZTDMVSS-UHFFFAOYSA-N,13,3,1
1736,5281384,1,10,,VWSPQDDPRITBAM-KPGNMOGWSA-N,20,1,1
1737,13870433,1,5,,VXBLCLVRWCLEOX-BFYSZXNBSA-N,32,5,1
1738,13870431,1,0,,VXBLCLVRWCLEOX-UHFFFAOYSA-N,32,5,1
1739,82571,1,2,,VXGYRCVTBHVXMZ-UHFFFAOYSA-N,13,1,1
1740,10892066,1,4,,VXPSMCORCRBNAO-TYVLEIALSA-N,22,0,1
1741,681,1,10,,VYFYYTLLBUKUHU-UHFFFAOYSA-N,11,2,1
1742,13039027,1,0,,VYUIKSFYFRVQLF-UHFFFAOYSA-N,33,5,1
1743,133534,1,7,,VYUIKSFYFRVQLF-YLNAYWRASA-N,33,5,1
1744,11253302,1,10,,VYXPKRIKQJEAOO-UHFFFAOYSA-N,17,4,1
1745,243783,1,10,,VZHUBBUZNIULNM-UHFFFAOYSA-N,12,4,1
1746,21171,1,7,,VZTUIEROBZXUFA-INIZCTEOSA-N,25,2,1
1747,528828,1,7,,WAAWMJYYKITCGF-UHFFFAOYSA-N,28,5,1
1748,76851,1,6,,WAEOXIOXMKNFLQ-UHFFFAOYSA-N,10,2,1
1749,25630959,1,10,,WBHHMMIMDMUBKC-QJWNTBNXSA-M,21,14,1
1750,122499539,1,10,,WBNXPGPWLUAFNR-UHFFFAOYSA-N,19,4,1
1751,5957728,1,3,,WBYWAXJHAXSJNI-VOTSOKGWSA-M,11,1,1
1752,444539,1,3,,WBYWAXJHAXSJNI-VOTSOKGWSA-N,11,2,1
1753,5315768,1,6,,WCBFKVBQHXJRCX-UHFFFAOYSA-N,19,1,1
1754,64945,1,1,,WCGUUGGRBIKTOS-GPOJBZKASA-N,33,1,1
1755,10661840,1,10,,WCZPRTYVBYYCOO-QMQPWKDKSA-N,20,3,1
1756,86668318,1,10,,WDCCPTZURRONJO-UHFFFAOYSA-N,28,3,1
1757,57417332,1,10,,WDFDPXMELFXBFU-UHFFFAOYSA-N,13,4,1
1758,,1,,,,,,
1759,122499512,1,10,,WDPFGLPHKXSCDS-UHFFFAOYSA-N,17,3,1
1760,91820384,1,10,,WDTVRLZSWNFOOH-CTQYYNJESA-N,37,2,1
1761,2758,1,1,,WEEGYLXZBRQIMU-UHFFFAOYSA-N,11,0,1
1762,443656,1,7,,WEZDOYDDKIHCLM-QLFBSQMISA-N,15,1,1
1763,14355861,1,5,,WEZDOYDDKIHCLM-RBSFLKMASA-N,15,1,1
1764,91081867,1,7,,WFIQERJOVHFKAS-UHFFFAOYSA-N,14,2,1
1765,,1,,,,,,
1766,9910685,1,10,,WFZKUWGUJVKMHC-QPGHTDHKSA-N,31,6,1
1767,6446280,1,10,,WFZKUWGUJVKMHC-UKBUZQLGSA-N,31,6,1
1768,14361217,1,10,,WGJAYACACWILMG-UHFFFAOYSA-N,10,2,1
1769,10044783,1,10,,WGPOPPKSQRZUTP-LBPRGKRZSA-N,27,5,1
1770,440707,1,3,,WHBHBVVOGNECLV-OBQKJFGGSA-N,25,2,1
1771,227112,1,0,,WHBHBVVOGNECLV-UHFFFAOYSA-N,25,2,1
1772,5042858,1,10,,WHDBRSOTWRZEGF-UHFFFAOYSA-N,27,6,1
1773,160500,1,3,,WHFUDAOCYRYAKQ-LBPRGKRZSA-N,24,2,1
1774,10221437,1,10,,WILLZMOKUUPJSL-AWEZNQCLSA-N,20,11,1
1775,5329102,1,10,,WINHZLLDWRZWRT-ATVHPVEESA-N,29,7,1
1776,21895630,1,10,,WJHFZYAELPOJIV-IJFRVEDASA-M,17,6,1
1777,5275507,1,10,,WJHFZYAELPOJIV-IJFRVEDASA-N,17,7,1
1778,122499556,1,10,,WJJCCYHWCQROKT-UHFFFAOYSA-N,22,4,1
1779,9266,1,2,,WJTCGQSWYFHTAC-UHFFFAOYSA-N,8,0,1
1780,11666871,1,10,,WKKBRRFSRMDTJB-JYBIWHBTSA-N,23,4,1
1781,10948159,1,10,,WKWHYFHGTWZCLM-KGZWXYIYSA-N,26,3,1
1782,73746286,1,10,,WKWHYFHGTWZCLM-UHFFFAOYSA-N,26,3,1
1783,115028,1,1,,WLAIEIMDXUAGPY-HSECPPETSA-N,31,1,1
1784,385,1,10,,WLJVNTCWHIRURA-UHFFFAOYSA-N,11,6,1
1785,4409936,1,4,,WLJVXDMOQOGPHL-UHFFFAOYSA-M,10,1,1
1786,12313148,1,1,,WLOSKKPZIOUGFB-UHFFFAOYSA-N,20,0,1
1787,122499640,1,10,,WLXRMEQGNFFXAK-UHFFFAOYSA-N,23,4,1
1788,122499562,1,10,,WLZNSZZIUDMTDP-UHFFFAOYSA-N,18,4,1
1789,339088,1,10,,WMDTVTLGXVIKJO-UHFFFAOYSA-N,16,1,1
1790,31155,1,6,,WMGVPDQNPUQRND-UHFFFAOYSA-N,10,1,1
1791,7666,1,5,,WMPPDTMATNBGJN-UHFFFAOYSA-N,9,2,1
1792,154824095,1,10,,WMRXBBBPPAWODQ-YOIVSRADSA-N,21,0,1
1793,122499626,1,10,,WNENQRUVRXPXMN-UHFFFAOYSA-N,19,4,1
1794,88423668,1,7,,WNGPURWZSKTKHK-UHFFFAOYSA-N,15,3,1
1795,86104362,1,10,,WNSDUTHVIROQMB-UHFFFAOYSA-N,17,4,1
1796,92160941,1,10,,WNWCQIPRIITCPM-KBPBESRZSA-N,21,3,1
1797,76279,1,6,,WOJADIOTNFDWNQ-UHFFFAOYSA-N,10,1,1
1798,276145,1,10,,WOLWLEQYUFDNTA-UHFFFAOYSA-N,27,0,1
1799,16061346,1,5,,WPHVOXMMNSLJSF-DAWJDVIISA-N,31,5,1
1800,11144580,1,5,,WPHVOXMMNSLJSF-GUOPQYDVSA-N,31,5,1
1801,73229504,1,0,,WPHVOXMMNSLJSF-UHFFFAOYSA-N,31,5,1
1802,242,1,1,,WPYMKLBDIGXBTP-UHFFFAOYSA-M,9,0,1
1803,243,1,2,,WPYMKLBDIGXBTP-UHFFFAOYSA-N,9,1,1
1804,13849,1,10,,WQEPLUUGTLDZJY-UHFFFAOYSA-N,17,13,1
1805,82663202,1,10,,WQLQZUFYJYGCJB-UHFFFAOYSA-N,17,3,1
1806,154824254,1,10,,WQLVGRORJXHSLF-BXZMJSRDSA-N,21,0,1
1807,122499598,1,10,,WQNXVTQXBKIYAR-UHFFFAOYSA-N,21,4,1
1808,439507,1,5,,WQZGKKKJIJFFOK-IVMDWMLBSA-N,12,1,1
1809,145864991,1,10,,WRAUYKHQSOIVEN-SRXBQZRASA-M,20,8,1
1810,,1,,,,,,
1811,105054,1,0,,WRTMQOHKMFDUKX-UHFFFAOYSA-N,3,0,1
1812,11230,1,4,,WRYLYDPHFGVWKC-UHFFFAOYSA-N,11,1,1
1813,14608351,1,2,,WSBZDTWHZJNGKQ-ZRNGKTOUSA-N,25,2,1
1814,94141,1,1,,WSCUHXPGYUMQEX-KCZNZURUSA-N,22,0,1
1815,122499534,1,10,,WSHLADSPNNYGSX-UHFFFAOYSA-N,18,4,1
1816,15586718,1,4,,WSKGRAGZAQRSED-SLFFLAALSA-N,21,2,1
1817,14543446,1,10,,WSPRAEIJBDUDRX-FBJXRMALSA-N,31,4,1
1818,6047,1,10,,WTDRDQBEARUVNC-LURJTMIESA-N,14,3,1
1819,1268142,1,5,,WTOYNNBCKUYIKC-JMSVASOKSA-N,16,1,1
1820,,1,,,,,,
1821,92136105,1,10,,WTXXSZUATXIAJO-OWBHPGMISA-N,18,12,1
1822,5280373,1,3,,WUADCCWRTIWANL-UHFFFAOYSA-N,21,2,1
1823,7139,1,10,,WUAXWQRULBZETB-UHFFFAOYSA-N,14,4,1
1824,154726877,1,10,,WUBRWXCVIPHXLX-XMAHBSJYSA-N,24,5,1
1825,443162,1,4,,WUOACPNHFRMFPN-SECBINFHSA-N,11,1,1
1826,122499646,1,10,,WVPSILZSHWFVHI-UHFFFAOYSA-N,21,4,1
1827,,1,,,,,,
1828,687126,1,2,,WWXMVRYHLZMQIG-SNAWJCMRSA-N,14,2,1
1829,379,1,10,,WWZKQHOCKIZLMA-UHFFFAOYSA-N,10,6,1
1830,12594357,1,10,,WXTKIFAAJBAEEH-UHFFFAOYSA-N,12,5,1
1831,,1,,,,,,
1832,71305054,1,10,,WZUSPDRVLVOBKD-YOEHRIQHSA-N,23,4,1
1833,11105531,1,2,,XAIDJKMHAGUWQN-UHFFFAOYSA-N,11,0,1
1834,10367264,1,10,,XAJYTGHEDODUTC-KILRJQPKSA-N,33,5,1
1835,157384,1,9,,XAMIMZAWZUSOPA-JIGXQNLBSA-N,37,4,1
1836,82666344,1,10,,XAWLANPWIIFWTI-UHFFFAOYSA-N,19,4,1
1837,57616143,1,0,,XBFQFMCUPHZKTI-DOFZRALJSA-N,31,20,1
1838,122499669,1,10,,XBUOWOQWVQWVEG-UHFFFAOYSA-N,19,4,1
1839,82665253,1,10,,XCIMVAMRLXNZLU-UHFFFAOYSA-N,17,3,1
1840,12314278,1,2,,XDSYKASBVOZOAG-LFGUQSLTSA-N,20,1,1
1841,443469,1,2,,XDSYKASBVOZOAG-QGZVKYPTSA-N,20,1,1
1842,440909,1,2,,XDSYKASBVOZOAG-RAUXBKROSA-N,20,1,1
1843,8078,1,1,,XDTMQSROBMDMFD-UHFFFAOYSA-N,6,0,1
1844,5497111,1,0,,XDUHQPOXLUAVEE-BPMMELMSSA-N,67,35,1
1845,122499656,1,10,,XDULOCWIZKTUTF-UHFFFAOYSA-N,22,4,1
1846,82663705,1,10,,XEEVIJGNUUHSHD-UHFFFAOYSA-N,17,3,1
1847,72734305,1,8,,XERCMAQJPCQQAO-OKQVYEMSSA-N,50,4,1
1848,5281663,1,1,,XESIWQIMUSNPRO-UHFFFAOYSA-N,18,0,1
1849,5280360,1,10,,XEYBRNLFEZDVAW-ARSRFYASSA-N,25,12,1
1850,7092583,1,7,,XFADQGUJWIMYJI-UEHSRLBXSA-N,22,4,1
1851,162959999,1,0,,XFBKYNDAKVXPHE-UHFFFAOYSA-N,39,4,1
1852,453214,1,10,,XFIOZCMKPNZOII-RJMCEWFISA-N,32,6,1
1853,3083565,1,3,,XFUMHENRNCUHOH-UHFFFAOYSA-N,9,1,1
1854,92904,1,10,,XGILAAMKEQUXLS-UHFFFAOYSA-N,15,3,1
1855,,1,,,,,,
1856,74089750,1,0,,XGIZPVUTLMXXTK-UHFFFAOYSA-N,30,5,1
1857,46878488,1,10,,XGIZPVUTLMXXTK-VNSZYHACSA-N,30,5,1
1858,252379,1,2,,XGUHPTGEXRHMQQ-BGJMDTOESA-N,22,1,1
1859,584658,1,10,,XHBLRJRZRFZSGW-UHFFFAOYSA-N,15,3,1
1860,,1,,,,,,
1861,84644350,1,10,,XHKVSCKKCLNCCG-UHFFFAOYSA-N,17,3,1
1862,3433717,1,2,,XHQZJYCNDZAGLW-UHFFFAOYSA-M,11,1,1
1863,11461,1,4,,XHQZJYCNDZAGLW-UHFFFAOYSA-N,11,2,1
1864,10202,1,0,,XIIAYQZJNBULGD-UHFFFAOYSA-N,27,5,1
1865,122499630,1,10,,XIOBWHXFTZVAQD-UHFFFAOYSA-N,18,3,1
1866,122499634,1,10,,XIWZYKLIOCPTLC-UHFFFAOYSA-N,18,3,1
1867,,1,,,,,,
1868,82665111,1,10,,XJLAZLPGSYLMBA-UHFFFAOYSA-N,18,4,1
1869,9803310,1,5,,XJLZCPIILZRCPS-ANMPWZFDSA-N,32,5,1
1870,163194664,1,10,,XJLZCPIILZRCPS-VAPIERHISA-N,32,5,1
1871,287403,1,4,,XJOOMMHNYOJWCZ-UHFFFAOYSA-N,18,0,1
1872,73484,1,1,,XJOOMMHNYOJWCZ-UKRRQHHQSA-N,18,0,1
1873,24771793,1,10,,XJZGNVBLVFOSKJ-IUFSEJPUSA-N,31,6,1
1874,7950,1,1,,XKEFYDZQGKAQCN-UHFFFAOYSA-N,9,0,1
1875,5280551,1,6,,XKHHKXCBFHUOHM-UHFFFAOYSA-N,21,2,1
1876,122499600,1,10,,XKHKOHLLOFXXSB-UHFFFAOYSA-N,22,4,1
1877,9502,1,10,,XKJMBINCVNINCA-UHFFFAOYSA-N,15,2,1
1878,21672,1,10,,XKLJLHAPJBUBNL-UHFFFAOYSA-N,17,12,1
1879,170780626,1,1,,XMAJFOROQFKCCD-PNDFQMOFSA-N,21,1,1
1880,440917,1,6,,XMGQYMWWDOXHJM-JTQLQIEISA-N,10,1,1
1881,439250,1,5,,XMGQYMWWDOXHJM-SNVBAGLBSA-N,10,1,1
1882,22311,1,4,,XMGQYMWWDOXHJM-UHFFFAOYSA-N,10,1,1
1883,5461023,1,0,,XMHIUKTWLZUKEX-UHFFFAOYSA-M,28,23,1
1884,82665113,1,10,,XMLLUVYFFXKNFO-UHFFFAOYSA-N,18,4,1
