substrate_idx,cid,in_any_split,pubchem_conformer_count_3d,pubchem_isomeric_smiles,pubchem_inchikey,pubchem_heavy_atoms,pubchem_rotatable_bonds,inchikey_match
919,155802562,1,2,,LJBOQHBHJKFMQV-OMNLMRHKSA-N,25,1,1
920,,1,,,,,,
921,71447328,1,10,,LKLFKFQUYFROPV-ADMZAUMBSA-N,23,5,1
922,111243,1,2,,LKQDFQLSEHWIRK-JRRMKBMNSA-N,24,1,1
923,122499565,1,10,,LLOALCBXUKWYGP-UHFFFAOYSA-N,18,4,1
924,168376971,1,10,,LMFRDZYWEWGVPW-IUCAKERBSA-N,12,6,1
925,9267,1,10,,LMGZGXSXHCMSAA-UHFFFAOYSA-N,10,0,1
926,145944453,1,10,,LMVCGMIGVKSDEQ-LHDPSMIPSA-M,28,9,1
927,134259603,1,10,,LNGWIJFBIMMDJQ-UHFFFAOYSA-N,21,4,1
928,,1,,,,,,
929,122499575,1,10,,LOADUETWPUIQQK-UHFFFAOYSA-N,18,4,1
930,3034034,1,7,,LOUPRKONTZGTKE-WZBLMQSHSA-N,24,4,1
931,11586658,1,10,,LPEAEEKHQAZLTI-UHFFFAOYSA-N,16,9,1
932,3371,1,10,,LPEPZBJOKDYZAD-UHFFFAOYSA-N,20,3,1
933,71400479,1,2,,LPKWGQXZFZTOLT-UHFFFAOYSA-N,12,0,1
934,7470,1,2,,LPNBBFKOUUSUDB-UHFFFAOYSA-N,10,1,1
935,134259612,1,10,,LPSCCYGRNOFXSP-UHFFFAOYSA-N,18,4,1
936,67622,1,3,,LPUURRVXQCVXCX-UHFFFAOYSA-N,10,2,1
937,13622,1,3,,LPYUENQFPVNPHY-UHFFFAOYSA-N,10,1,1
938,8193,1,10,,LQZZUXJYWNFBMV-UHFFFAOYSA-N,13,10,1
939,6559,1,1,,LRDFRRGEGBBSRN-UHFFFAOYSA-N,5,0,1
940,100217,1,2,,LRLCVRYKAFDXKU-YGOSVGOTSA-N,21,1,1
941,11396,1,1,,LRQYSMQNJLZKPS-UHFFFAOYSA-N,12,0,1
942,15341628,1,10,,LSZJAIFORSLKOY-PACUACIMSA-N,30,5,1
943,73192390,1,0,,LSZJAIFORSLKOY-UHFFFAOYSA-N,30,5,1
944,134259604,1,10,,LTDLQNPPFGDJBI-UHFFFAOYSA-N,21,4,1
945,15275773,1,10,,LTFJVAGATJTPPP-ZNDSGQFKSA-N,20,3,1
946,82666345,1,10,,LTIPLTMCDIQBGW-UHFFFAOYSA-N,19,4,1
947,6145,1,10,,LUBJCRLGQSPQNN-UHFFFAOYSA-N,10,1,1
948,154573703,1,3,,LUDRFZYCQUZPEW-VAVZLDKJSA-N,30,0,1
949,76317500,1,10,,LUHFPLRYWUPHKS-ORBSYVJISA-N,37,6,1
950,445154,1,2,,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,17,2,1
951,3014955,1,1,,LULAYUGMBFYYEX-UHFFFAOYSA-M,10,0,1
952,75251308,1,10,,LUYFMFZQEXQTOS-UHFFFAOYSA-N,28,6,1
953,14167343,1,0,,LUZUHPHTXSGDDD-UHFFFAOYSA-N,31,1,1
954,811,1,10,,LVHBHZANLOWSRM-UHFFFAOYSA-N,9,3,1
955,25020812,1,10,,LVHFIZGOSIRRMO-UHFFFAOYSA-N,14,5,1
956,,1,,,,,,
957,20319842,1,1,,LVLCIUJKFZLOKS-UHFFFAOYSA-N,10,0,1
958,6449839,1,10,,LVLQYGYNBVIONY-PSPARDEHSA-N,25,15,1
959,11290373,1,10,,LVPGCTXCBGXZHO-BJMVGYQFSA-N,24,7,1
960,44445554,1,10,,LVPZJIGICMPWFH-NHYWBVRUSA-N,24,4,1
961,320912,1,10,,LVPZJIGICMPWFH-UHFFFAOYSA-N,24,4,1
962,160487,1,10,,LVVKXRQZSRUVPY-HNNXBMFYSA-N,21,3,1
963,440989,1,10,,LVVKXRQZSRUVPY-OAHLLOKOSA-N,21,3,1
964,44241489,1,10,,LWQXCAWVTFBYID-PMXSJFBMSA-N,25,3,1
965,67068090,1,10,,LWQXCAWVTFBYID-UHFFFAOYSA-N,25,3,1
966,,1,,,,,,
967,5281601,1,6,,LZERJKGWTQYMBB-UHFFFAOYSA-N,22,3,1
968,5280507,1,7,,LZFOPEXOUVTGJS-ONEGZZNKSA-N,15,4,1
969,101689,1,2,,LZMRDTLRSDRUSU-SJORKVTESA-N,23,1,1
970,14455493,1,10,,LZPFFKBGBPBJAW-JSIGFUFCSA-N,22,8,1
971,637668,1,7,,LZPNXAULYJPXEH-AATRIKPKSA-N,13,3,1
972,119205,1,10,,MATGKVZWFZHCLI-LSDHHAIUSA-N,26,6,1
973,40486925,1,10,,MBMBGCFOFBJSGT-KUBAVDMBSA-M,24,13,1
974,445580,1,10,,MBMBGCFOFBJSGT-KUBAVDMBSA-N,24,14,1
975,5284607,1,10,,MBWXNTAXLNYFJB-NKFFZRIASA-N,33,14,1
976,440560,1,3,,MBZYKEVPFYHDOH-BQNIITSRSA-N,31,5,1
977,121935,1,3,,MCKLJFJEQRYRQT-APGJSSKUSA-N,29,5,1
978,134814701,1,2,,MDUIQYUVECBDRX-LBNFNQNDSA-N,21,1,1
979,15560128,1,2,,MDZKJHQSJHYOHJ-KRGADYIYSA-N,34,1,1
980,73659,1,2,,MDZKJHQSJHYOHJ-LLICELPBSA-N,34,1,1
981,5280793,1,10,,MECHNRXZTMCUDQ-RKHKHRCZSA-N,29,5,1
982,5136,1,10,,MEFKEPWMEQBLKI-UHFFFAOYSA-N,27,6,1
983,12000323,1,2,,MFGGGJCBWVBPEO-UHFFFAOYSA-N,15,2,1
984,222786,1,3,,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,26,2,1
985,118222079,1,10,,MGDYBWYDUYJDLP-QDJLDCPTSA-N,20,3,1
986,162422380,1,10,,MGRJONRALKLFBS-YBSCOXHPSA-N,26,1,1
987,6989,1,2,,MGSRCZKZVOBKFT-UHFFFAOYSA-N,11,1,1
988,91825746,1,10,,MHAIQEGJDLCDNU-KUYJPBLDSA-N,30,6,1
989,784,1,1,,MHAJPDPJQMAIIY-UHFFFAOYSA-N,2,0,1
990,155923752,1,10,,MHIKRZGCDBIVFG-IVGQTCGHSA-N,28,4,1
991,5281984,1,2,,MHVYWTXXZIFXDT-YGNOGLJPSA-N,23,1,1
992,6445117,1,10,,MHWOMRMBQGSTFS-JTCWOHKRSA-N,27,9,1
993,75231343,1,10,,MIGRWDWMBYXJSN-UHFFFAOYSA-N,26,6,1
994,11865404,1,1,,MIJYXULNPSFWEK-GTOFXWBISA-M,33,0,1
995,10494,1,2,,MIJYXULNPSFWEK-GTOFXWBISA-N,33,1,1
996,619166,1,0,,MIJYXULNPSFWEK-UHFFFAOYSA-N,33,1,1
997,122499657,1,10,,MIONDHSXMDTMSI-UHFFFAOYSA-N,19,4,1
998,53233895,1,10,,MJHWZTRFACWHTA-KNHVHOQFSA-N,22,5,1
999,3191,1,10,,MJJALKDDGIKVBE-UHFFFAOYSA-N,35,10,1
1000,122499530,1,10,,MKCLXXBRRKZBEQ-UHFFFAOYSA-N,18,3,1
1001,15698824,1,3,,MKMLAQLNFVFNRK-PUXRVUTHSA-N,32,6,1
1002,122499636,1,10,,MKUPOKPEESBDGP-UHFFFAOYSA-N,22,4,1
1003,5360696,1,2,,MKXZASYAUGDDCJ-NJAFHUGGSA-N,20,1,1
1004,65252,1,6,,MMNYKQIDRZNIKT-VSADUBDNSA-N,31,5,1
1005,134838055,1,10,,MNHCJIMYLFGWPL-FIFLTTCUSA-N,19,4,1
1006,11447401,1,1,,MNNFKQAYXGEKFA-MUGBGTHKSA-N,16,0,1
1007,521200,1,5,,MNNFKQAYXGEKFA-UHFFFAOYSA-N,16,0,1
1008,231496,1,5,,MNNZINNZIQVULG-UHFFFAOYSA-N,9,2,1
1009,8094,1,10,,MNWFXJYAOYHMED-UHFFFAOYSA-N,9,5,1
1010,91801124,1,10,,MOCRSXQIFXBPAF-JBTKYFGMSA-N,33,6,1
1011,66755,1,10,,MOEFFSWKSMRFRQ-UHFFFAOYSA-N,10,2,1
1012,162868,1,10,,MQLSOVRLZHTATK-PEYNGXJCSA-N,28,8,1
1013,82620288,1,10,,MQSLZWAXNGHHGG-UHFFFAOYSA-N,17,3,1
1014,134259613,1,10,,MQUVQWYGWNQFMV-UHFFFAOYSA-N,18,3,1
1015,122499627,1,10,,MQWRUFIAPZVKNI-UHFFFAOYSA-N,18,3,1
1016,259846,1,1,,MQYXUWHLBZFQQO-QGTGJCAVSA-N,31,1,1
1017,20202,1,6,,MQZBJHMHKZVYHB-UHFFFAOYSA-N,13,3,1
1018,75231,1,2,,MRIXVKKOHPQOFK-UHFFFAOYSA-N,12,2,1
1019,195046,1,10,,MRKCPMGQBNMKTA-GBRHIFDWSA-N,24,7,1
1020,443472,1,1,,MRRHSEMHYVQUFK-CMKODMSKSA-N,20,0,1
1021,25020821,1,10,,MTNAWKGHHHFPBU-YIYPIFLZSA-N,21,5,1
1022,,1,,,,,,
1023,6013,1,1,,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,21,0,1
1024,5408,1,0,,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,21,0,1
1025,122499517,1,10,,MUMUNLQNQDNAFF-UHFFFAOYSA-N,17,3,1
1026,46832173,1,4,,MUVSVZOWXAYLSD-YWZLYKJASA-N,22,1,1
1027,352939,1,10,,MUZROTSTMQSBFK-UHFFFAOYSA-N,17,4,1
1028,8174,1,10,,MWKFXSUHUHTGQN-UHFFFAOYSA-N,11,8,1
1029,1183,1,6,,MWOOGOJBHIARFG-UHFFFAOYSA-N,11,2,1
1030,8418,1,1,,MWPLVEDNUUSJAV-UHFFFAOYSA-N,14,0,1
1031,,1,,,,,,
1032,170780609,1,1,,MXHOFDOLOHOLEE-GNVSMLMZSA-N,21,1,1
1033,3014096,1,1,,MXNBDFWNYRNIBH-UHFFFAOYSA-M,10,0,1
1034,638024,1,10,,MXXWOMGUGJBKIW-YPCIICBESA-N,21,3,1
1035,442048,1,4,,MXYATHGRPJZBNA-KRFUXDQASA-N,22,2,1
1036,101252260,1,7,,MYLOBISKHDRNEW-USNZOBNTSA-N,36,4,1
1037,85397416,1,10,,MYSJOKXZNQNFMP-UHFFFAOYSA-N,15,8,1
1038,,1,,,,,,
1039,16061347,1,7,,NBJZGNFIZZWBOJ-JSHJXQBASA-N,30,5,1
1040,25010768,1,10,,NBXNZQFZGOQQPE-UHFFFAOYSA-N,13,8,1
1041,5281234,1,10,,NBZANZVJRKXVBH-NHWXEJKLSA-N,41,10,1
1042,122499648,1,10,,NCCPBIDUCVPASN-UHFFFAOYSA-N,17,4,1
1043,6436082,1,10,,NCYCYZXNIZJOKI-MKOSUFFBSA-N,21,5,1
1044,638015,1,10,,NCYCYZXNIZJOKI-OVSJKPMPSA-N,21,5,1
1045,122499492,1,10,,NDBWKQQHIDRZSP-UHFFFAOYSA-N,17,4,1
1046,10819,1,6,,NDTYTMIUWGWIMO-UHFFFAOYSA-N,11,2,1
1047,10887971,1,3,,NDVASEGYNIMXJL-NXEZZACHSA-N,10,1,1
1048,18818,1,6,,NDVASEGYNIMXJL-UHFFFAOYSA-N,10,1,1
1049,11051711,1,3,,NDVASEGYNIMXJL-UWVGGRQHSA-N,10,1,1
1050,21908,1,6,,NEGMMKYAVYNLCG-UHFFFAOYSA-N,16,2,1
1051,6327,1,1,,NEHMKBQYUWJMIP-UHFFFAOYSA-N,2,0,1
1052,,1,,,,,,
1053,637851,1,10,,NERNKRPBSOBEHC-PGHZQYBFSA-N,21,4,1
1054,13230644,1,10,,NFJWHSVZRBSBDU-UHFFFAOYSA-N,14,3,1
1055,94391,1,4,,NFWKVWVWBFBAOV-MISYRCLQSA-N,22,2,1
1056,71157,1,10,,NGHTXZCKLWZPGK-UHFFFAOYSA-N,18,3,1
1057,11267350,1,10,,NGPCLOGFGKJCBP-HOTGVXAUSA-N,24,4,1
1058,637542,1,1,,NGSWKAQJJWESNS-ZZXKWVIFSA-N,12,2,1
1059,122499639,1,10,,NGXDYZODKQKTNP-UHFFFAOYSA-N,20,4,1
1060,,1,,,,,,
1061,122499574,1,10,,NHCPNGSSSKDVTF-UHFFFAOYSA-N,18,3,1
1062,92301,1,10,,NHMKYUHMPXBMFI-SNVBAGLBSA-N,11,4,1
1063,88423846,1,10,,NHRGJVVEKNHIIE-CKQZIKLPSA-N,31,6,1
1064,4652,1,10,,NIGWMJHCCYYCSF-UHFFFAOYSA-N,13,3,1
1065,6853,1,1,,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,13,0,1
1066,25200785,1,2,,NIKHGUQULKYIGE-OTCXFQBHSA-M,22,0,1
1067,73062,1,2,,NIKHGUQULKYIGE-OTCXFQBHSA-N,22,1,1
1068,443451,1,1,,NJEWNTGSXKRWKA-MJPABCAUSA-N,25,2,1
1069,25201856,1,4,,NJWPLFBOSCSZFA-QHSBEEBCSA-N,16,1,1
1070,71519647,1,10,,NKCBUMYAPXFQEQ-LXTVHRRPSA-N,17,3,1
1071,122880,1,10,,NLHQJXWYMZLQJY-AXVVUFHWSA-N,32,4,1
1072,10895555,1,10,,NLHQJXWYMZLQJY-TXNIMPHESA-N,32,4,1
1073,12311183,1,4,,NLLZQKHFTCHPED-VYJAJWGXSA-N,21,2,1
1074,170780622,1,2,,NLQPUIUTFKBPHQ-BIEDPOGDSA-N,22,2,1
1075,102571785,1,10,,NLUNAYAEIJYXRB-HEJOTXCHSA-M,23,13,1
1076,83762302,1,10,,NMKAIOIZJLIZGA-UHFFFAOYSA-N,18,3,1
1077,11527,1,10,,NMRPBPVERJPACX-UHFFFAOYSA-N,9,5,1
1078,7044,1,1,,NNBZCPXTIHJBJL-UHFFFAOYSA-N,10,0,1
1079,5283157,1,10,,NNDIXBJHNLFJJP-DTLRTWKJSA-N,23,15,1
1080,66724,1,2,,NNJMFJSKMRYHSR-UHFFFAOYSA-N,15,2,1
1081,3676,1,7,,NNJVILVZKWQKPM-UHFFFAOYSA-N,17,5,1
1082,4428132,1,10,,NNPOZNVKUHYVEJ-UHFFFAOYSA-N,22,14,1
1083,76871904,1,10,,NPCYFKFOPWAEFV-OAHLLOKOSA-N,27,4,1
1084,7810,1,1,,NPDACUSDTOMAMK-UHFFFAOYSA-N,8,0,1
1085,12564,1,2,,NPDIDUXTRAITDE-UHFFFAOYSA-N,13,1,1
1086,146020567,1,10,,NQIPTQNZLHTHOS-GJZGRUSLSA-N,25,4,1
1087,16668,1,3,,NQMUGNMMFTYOHK-UHFFFAOYSA-N,12,1,1
1088,101316760,1,3,,NQRGNSMJSDQOED-FQAGGABLSA-N,22,2,1
1089,11805923,1,10,,NQUCTITVLHEDIU-VIFPVBQESA-N,15,4,1
1090,230232,1,10,,NQWVSMVXKMHKTF-UHFFFAOYSA-N,27,7,1
1091,,0,,,,,,
1092,14048817,1,10,,NRTHKYABOMUPSC-UHFFFAOYSA-N,16,3,1
1093,,1,,,,,,
1094,163358938,1,1,,NSHZOWJAHBYWHH-ZHJPMIONSA-N,26,1,1
1095,5280678,1,10,,NSMIMJYEKVSYMT-RMKNXTFCSA-N,12,5,1
1096,177745,1,1,,NSTREUWFTAOOKS-UHFFFAOYSA-M,10,0,1
1097,3246811,1,10,,NTAYABHEVAQSJS-BRIYLRKRSA-N,25,13,1
1098,5283048,1,10,,NTAYABHEVAQSJS-CDIPTNKSSA-N,25,13,1
1099,441456,1,10,,NTHMUJMQOXQYBR-OKKQSCSOSA-N,11,2,1
1100,13886897,1,3,,NTLUSUFJOUMRLA-SOUVJXGZSA-N,20,1,1
1101,122499482,1,10,,NTLZSFUAXZLIAI-UHFFFAOYSA-N,22,4,1
1102,122499602,1,10,,NTMMPTCLRKQDRB-UHFFFAOYSA-N,18,4,1
1103,7476,1,4,,NTPLXRHDUXRPNE-UHFFFAOYSA-N,11,2,1
1104,71307357,1,6,,NTWLPZMPTFQYQI-CKRSNBQPSA-N,32,1,1
1105,14167253,1,2,,NTWLPZMPTFQYQI-FLZFTVBESA-N,32,1,1
1106,592499,1,4,,NVDJVEQITUWZDT-UHFFFAOYSA-N,11,2,1
1107,10635,1,1,,NVKAWKQGWWIWPM-ABEVXSGRSA-N,21,0,1
1108,85385472,1,10,,NVXWVVCXXXEBED-UHFFFAOYSA-N,14,7,1
1109,5275508,1,10,,NWKXNIPBVLQYAB-VDQVFBMKSA-N,18,8,1
1110,9899317,1,10,,NXANGIZFHQQBCC-UHFFFAOYSA-N,16,3,1
1111,49867758,1,10,,NXANGIZFHQQBCC-VIFPVBQESA-N,16,3,1
1112,9465,1,10,,NYCRCTMDYITATC-UHFFFAOYSA-N,13,3,1
1113,11147749,1,6,,NYFIDHXRJSCAOZ-UHFFFAOYSA-N,10,2,1
1114,86289732,1,10,,NYKUCCPVLWRDEZ-VCWNUMGPSA-M,23,6,1
1115,86289733,1,10,,NYKUCCPVLWRDEZ-VCWNUMGPSA-N,23,7,1
1116,91477,1,6,,NYOXRYYXRWJDKP-GYKMGIIDSA-N,28,5,1
1117,442495,1,4,,NZGWDASTMWDZIW-MRVPVSSYSA-N,11,0,1
1118,2759551,1,3,,OAMJQKDGQYAQKD-UHFFFAOYSA-N,17,3,1
1119,3496442,1,10,,OAORYCZPERQARS-UHFFFAOYSA-N,16,3,1
1120,31039,1,10,,OAOUTNMJEFWJPO-UHFFFAOYSA-N,13,8,1
1121,162422397,1,10,,OAYNXMLLFRHUSD-RRLWMNRQSA-N,32,5,1
1122,41968,1,2,,OBUIQEYZGMZXPJ-UHFFFAOYSA-N,40,6,1
1123,172429323,1,0,,OCCKAKOLIXUXRM-WMLDXEAASA-O,20,3,1
1124,4685,1,1,,OCJBOOLMMGQPQU-UHFFFAOYSA-N,8,0,1
1125,,1,,,,,,
1126,138319298,1,0,,OCUBKDJIPNISSD-KTQDUKAHSA-N,54,6,1
1127,134613146,1,0,,OCUBKDJIPNISSD-WPPPCPPGSA-N,54,6,1
1128,7668,1,3,,ODLMAHJVESYWTB-UHFFFAOYSA-N,9,2,1
1129,162933,1,2,,ODMIEGVTNZNSLD-WFASDCNBSA-N,19,0,1
1130,10451136,1,10,,ODMVDRJFBPXTRQ-UHFFFAOYSA-N,26,5,1
1131,90658652,1,10,,ODRSQPIWTIGZOH-VAKGXLRMSA-N,28,8,1
1132,72376499,1,10,,ODRSQPIWTIGZOH-ZDQFAWOQSA-N,28,8,1
1133,71490651,1,10,,OEEVFZWJDBKJAW-UHFFFAOYSA-N,17,5,1
1134,122499644,1,10,,OEFRIRUEMADKDK-UHFFFAOYSA-N,22,4,1
1135,5280489,1,10,,OENHQHLEOONYIE-JLTXGRSLSA-N,40,10,1
1136,8003,1,5,,OFBQJSOFQDEBGM-UHFFFAOYSA-N,5,2,1
1137,5282181,1,10,,OFHCOWSQAMBJIW-AVJTYSNKSA-N,29,6,1
1138,53487908,1,10,,OFHCOWSQAMBJIW-FYUZAJCDSA-N,29,6,1
1139,2091,1,0,,OFHCOWSQAMBJIW-UHFFFAOYSA-N,29,6,1
1140,11748029,1,10,,OFKIVYVSESEHFZ-UHFFFAOYSA-N,16,3,1
1141,91472,1,1,,OFMXGFHWLZPCFL-SVRPQWSVSA-N,31,0,1
1142,,1,,,,,,
1143,5755,1,2,,OIGNJSKKLXVSLS-VWUMJDOOSA-N,26,2,1
1144,169410433,1,10,,OISJWCVQNCEVJJ-CRQYIVFNSA-N,36,1,1
1145,74234,1,5,,OITNBJHJJGMFBN-UHFFFAOYSA-N,11,2,1
1146,11652906,1,4,,OJGPEAXUHQRLNC-CEPLBNANSA-N,12,0,1
1147,442438,1,2,,OJGPEAXUHQRLNC-JZKKDOLYSA-N,12,0,1
1148,5281365,1,10,,OJISWRZIEWCUBN-QIRCYJPOSA-N,21,10,1
1149,162422394,1,10,,OJTWEEFPSNPVQC-GFEZGRAESA-N,31,5,1
1150,134259618,1,10,,OKNAHJIWGICJPS-UHFFFAOYSA-N,19,4,1
1151,89421,1,10,,OKORHWXYDBSYNO-UHFFFAOYSA-N,25,5,1
1152,102,1,4,,OKVJCVWFVRATSG-UHFFFAOYSA-N,9,1,1
1153,130779,1,4,,OLHOIERZAZMHGK-UHFFFAOYSA-N,18,2,1
1154,146020563,1,10,,OLLRPTQZHVLIEA-IRXDYDNUSA-N,25,4,1
1155,10212,1,10,,OLOOJGVNMBJLLR-UHFFFAOYSA-N,20,3,1
1156,154702645,1,10,,OLPAVFVRSHWADO-ODNSKKOKSA-N,26,0,1
1157,122499623,1,10,,OLWVBIQXOARKAF-UHFFFAOYSA-N,22,4,1
1158,5753,1,3,,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,25,2,1
1159,169492346,1,10,,OMTJOJRPQJQFEV-HHJSHYQQSA-N,38,8,1
1160,122499593,1,10,,ONDBOOLPBFWQNE-NSHDSACASA-N,17,4,1
1161,122499654,1,10,,ONDBOOLPBFWQNE-UHFFFAOYSA-N,17,4,1
1162,92110,1,10,,ONQRKEUAIJMULO-YBXTVTTCSA-N,31,4,1
1163,54160126,1,8,,ONVABDHFQKWOSV-DSKYCDPRSA-N,20,0,1
1164,11966109,1,2,,ONVABDHFQKWOSV-HPUSYDDDSA-N,20,0,1
1165,88712,1,6,,OOAPBGPLZAFZSO-UHFFFAOYSA-N,12,3,1
1166,10715291,1,4,,OOAXTXAQDYRKFM-UHFFFAOYSA-N,28,6,1
1167,10612878,1,10,,OOKTZCMLEXZZTR-QOMXHDIWSA-N,20,4,1
1168,10802831,1,10,,OOKTZCMLEXZZTR-ZSIFGTMLSA-N,20,4,1
1169,6918391,1,6,,OPFTUNCRGUEPRZ-QLFBSQMISA-N,15,3,1
1170,122499653,1,10,,OPXUAOFLOJWDOZ-UHFFFAOYSA-N,23,4,1
1171,186907,1,1,,OQIQSTLJSLGHID-WNWIJWBNSA-N,23,1,1
1172,154586203,1,10,,OQMFRPMPPVEEMJ-UHFFFAOYSA-N,21,6,1
1173,91115345,1,10,,OQYFURUBPANIIX-BBRMVZONSA-N,22,7,1
1174,9238,1,1,,ORILYTVJVMAKLC-UHFFFAOYSA-N,10,0,1
1175,129320344,1,10,,ORMSPYIOCROMQP-PNARZHDTSA-M,17,2,1
1176,8955,1,2,,ORNBQBCIOKFOEO-QGVNFLHTSA-N,23,1,1
1177,1027,1,0,,ORNBQBCIOKFOEO-UHFFFAOYSA-N,23,1,1
1178,9887255,1,10,,OSENKJZWYQXHBN-SUSFDCQQSA-N,29,4,1
1179,3247059,1,8,,OSENKJZWYQXHBN-XVYZBDJZSA-N,29,4,1
1180,7530,1,2,,OSIGJGFTADMDOB-UHFFFAOYSA-N,9,1,1
1181,10409,1,10,,OSOIQJGOYGSIMF-UHFFFAOYSA-N,16,0,1
1182,7931,1,1,,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,8,0,1
1183,78088,1,9,,OSZHSESNQIMXMZ-UHFFFAOYSA-N,11,2,1
1184,66559276,1,10,,OTIYLZVFQIMLQH-FRGMPSNRSA-N,22,4,1
1185,146264972,1,10,,OTIYLZVFQIMLQH-UIUAQFKNSA-N,22,4,1
1186,70698333,1,0,,OTKNPGBTQXVJNH-DQOTWGJISA-N,33,1,1
1187,12504266,1,1,,OTOQMOVZIUGCQE-MRTMQBJTSA-N,11,0,1
1188,6057,1,10,,OUYCCCASQSFEME-QMMMGPOBSA-N,13,3,1
1189,1153,1,10,,OUYCCCASQSFEME-UHFFFAOYSA-N,13,3,1
1190,11672707,1,10,,OVVDTMHBELPPCQ-UHFFFAOYSA-N,11,5,1
1191,164575964,1,10,,OWDMCBYTWXMTNI-UHFFFAOYSA-M,26,5,1
1192,5282036,1,2,,OXFYAOOMMKGGAI-JLTOUBQASA-N,36,4,1
1193,74340065,1,0,,OXFYAOOMMKGGAI-UHFFFAOYSA-N,36,4,1
1194,10062745,1,2,,OXFYAOOMMKGGAI-ZMIJTAGNSA-N,36,4,1
1195,137839,1,4,,OXZUHSZKOFUBFW-UHFFFAOYSA-N,10,1,1
1196,5460332,1,10,,OYHQOLUKZRVURQ-HZJYTTRNSA-M,20,13,1
1197,5280450,1,10,,OYHQOLUKZRVURQ-HZJYTTRNSA-N,20,14,1
1198,108228,1,10,,OYHQOLUKZRVURQ-UHFFFAOYSA-M,20,13,1
1199,12801541,1,2,,OYONPFUYHNGECE-UBWAPJCPSA-N,32,1,1
1200,107722,1,6,,OYXZMSRRJOYLLO-RVOWOUOISA-N,29,5,1
1201,122499547,1,10,,OZYWKZZSVNSVCH-UHFFFAOYSA-N,18,4,1
1202,543977,1,10,,OZYYQTRHHXLTKX-UHFFFAOYSA-N,10,6,1
1203,122850,1,4,,PADQINQHPQKXNL-LSDHHAIUSA-N,21,1,1
1204,662,1,8,,PADQINQHPQKXNL-UHFFFAOYSA-N,21,1,1
1205,6442361,1,10,,PAFRQNXHHHYHMF-BMDIVSFWSA-N,36,2,1
1206,163005863,1,5,,PAGWWOOUBKDVRF-WMQBWSBWSA-N,22,1,0
1207,163191131,1,6,,PAGWWOOUBKDVRF-XSINAMBDSA-N,22,1,0
1208,163005862,1,0,,PAGWWOOUBKDVRF-UHFFFAOYSA-N,22,1,1
1209,15560324,1,2,,PAIBKVQNJKUVCE-JUENUIDLSA-N,35,2,1
1210,5282737,1,10,,PARCICAYFORNPH-UHFFFAOYSA-N,15,11,1
1211,6115,1,1,,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,7,0,1
1212,180099,1,5,,PCCPGPMTZJOQFC-PGRDOPGGSA-N,31,4,1
1213,85681,1,10,,PEMUHKUIQHFMTH-UHFFFAOYSA-N,13,3,1
1214,72307,1,10,,PEYUIKBAABKQKQ-AFHBHXEDSA-N,26,2,1
1215,14777879,1,0,,PFDVWJCSCYDRMZ-AUCPOXKISA-N,43,15,1
1216,44189714,1,10,,PFGAVEWICNHWDW-OZCLJXQISA-N,30,6,1
1217,53297344,1,10,,PFGBAVLSGZLAAY-JYPFKNLRSA-N,13,3,1
1218,126584119,1,9,,PFSLIYCTWKZGMP-UHFFFAOYSA-N,23,4,1
1219,10889018,1,8,,PGBNIHXXFQBCPU-ILXRZTDVSA-N,15,3,1
1220,11106484,1,8,,PGBNIHXXFQBCPU-QLFBSQMISA-N,15,3,1
1221,10534,1,10,,PGBNIHXXFQBCPU-UHFFFAOYSA-N,15,3,1
1222,171116541,1,10,,PGCNHGBQEYFZEX-LKTVYLICSA-N,22,4,1
1223,21121725,1,10,,PGGIMLIQOHYFIS-PUXRVUTHSA-N,32,5,1
1224,122499566,1,10,,PGNRFPNUPAOJJB-UHFFFAOYSA-N,18,3,1
1225,73299,1,2,,PGOYMURMZNDHNS-MYPRUECHSA-N,34,2,1
1226,340,1,1,,PGSWEKYNAOWQDF-UHFFFAOYSA-N,9,0,1
1227,122499642,1,10,,PHBHGRWGVIZUHU-UHFFFAOYSA-N,18,3,1
1228,5472,1,10,,PHWBOXQYWZNQIN-UHFFFAOYSA-N,17,2,1
1229,638088,1,2,,PJANXHGTPQOBST-VAWYXSNFSA-N,14,2,1
1230,,1,,,,,,
1231,11171679,1,10,,PJHSLLRNPASXIS-UHFFFAOYSA-N,15,3,1
1232,122499518,1,10,,PJMMQEWTXABDHT-UHFFFAOYSA-N,18,4,1
1233,54688261,1,10,,PJVWKTKQMONHTI-HNNXBMFYSA-N,23,4,1
1234,134259602,1,10,,PKGSVVPXIUJPKJ-UHFFFAOYSA-N,21,4,1
1235,25020814,1,10,,PKQCEZGGYAYWKR-UHFFFAOYSA-N,14,5,1
1236,82663703,1,10,,PLIMIJBINVCUMQ-UHFFFAOYSA-N,17,3,1
1237,,1,,,,,,
1238,83760426,1,10,,PLQWMMUJOZHEEW-UHFFFAOYSA-N,17,3,1
