Substrate_Index,Substrate_SMILES,status,reason,num_atoms
252,NCc1nc(-c2ccccc2)no1,ok,OK,13
253,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,ok,OK,24
254,Nc1ccc(Sc2ccc(N3C(=O)c4ccc(N)cc4C3=O)cc2)cc1,ok,OK,26
255,Cc1cccc(-n2cnc3cc(N)ccc32)c1,ok,OK,17
256,COc1ccc(-c2noc(CN(C(=O)Cc3ccc([N+](=O)[O-])cc3)C(C)C)n2)cc1,ok,OK,30
257,O=C(NCCCn1ccnc1)NC12CC3CC(CC(C3)C1)C2,ok,OK,22
258,CC1CCC(C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)CC1,ok,OK,30
259,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,ok,OK,21
260,Clc1ccc(CO[C@H](Cc2c[nH]cn2)c2ccc(Cl)cc2Cl)cc1,ok,OK,24
261,CCOC(=O)c1cc2cc(-c3ccncc3)ccc2n1CC1CCCCC1,ok,OK,27
262,CCOC(=O)c1cc2cc(-c3ccncc3)ccc2n1CC1CCCC1,ok,OK,26
263,CCOC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCC1CCNCC1,ok,OK,28
264,NCc1ccc(-c2csnn2)cc1,ok,OK,13
265,c1cc(-c2ccc3c(ccn3CCN3CCNCC3)c2)ccn1,ok,OK,23
266,O=C(NCCN1CCOCC1)c1ccc(Cc2ccncc2)cc1,ok,OK,24
267,CCOC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCN1CCOCC1,ok,OK,28
268,COc1ccc(-c2ccncc2)cc1,ok,OK,14
269,COC(=O)c1cccc(-c2ccncc2)c1,ok,OK,16
270,NC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCN1CCNCC1,ok,OK,26
271,CCCC(=O)c1cc2cc(-c3ccncc3)ccc2n1CCC1CCNCC1,ok,OK,28
272,O=C(NCc1ccc2[nH]ccc2c1)c1cccc(Nc2ccncc2)c1,ok,OK,26
273,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@H](C)CC(=O)O,ok,OK,22
274,C=C1CC[C@H](O)CC1=CC=C1CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,ok,OK,28
275,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,ok,OK,29
276,CC(C)=CCC/C(C)=C\CNCCNC1C2CC3CC(C2)CC1C3,ok,OK,24
277,Cc1cc(CCC(C)C)ccc1NCNO,ok,OK,16
278,CCOC(=O)CCCCCCn1ccnc1,ok,OK,16
279,Ic1cn[nH]c1,ok,OK,6
280,Nc1ccc2nccc(-n3cncn3)c2c1,ok,OK,16
281,Oc1ccc(-c2cnnn2-c2ccc(O)cc2)cc1,ok,OK,19
282,Nc1cccc(Cn2cncn2)c1,ok,OK,13
283,Cc1ccc2cc(N)ccc2n1,ok,OK,12
284,O=C(O)c1coc2c1C(=O)CCC2,ok,OK,13
285,Oc1ccc(-n2cncn2)cc1,ok,OK,12
286,Oc1ccc(-c2n[nH]cc2Oc2ccccc2)c(O)c1,ok,OK,20
287,O=C1N[C@@H](Cc2ccc(O)cc2)CN[C@H]1Cc1ccc(O)cc1,ok,OK,23
288,COc1ccc(-c2n[nH]c(N)c2-c2cccc(-c3cccc(N)c3)c2)cc1,ok,OK,27
289,Nc1cccc(-c2cccc(-c3c(-c4ccc(O)cc4)n[nH]c3N)c2)c1,ok,OK,26
290,Nc1cccc(-c2cccc(-c3cn[nH]c3N)c2)c1,ok,OK,19
291,Nc1cccc(-c2cc(-c3c(-c4ccc(O)cc4)n[nH]c3N)ccc2O)c1,ok,OK,27
292,Oc1ccc(-c2n[nH]c(NCc3c[nH]cn3)c2-c2ccc(O)cc2)cc1,ok,OK,26
293,Oc1ccc(CNc2[nH]nc(-c3ccc(O)cc3)c2-c2ccc(O)cc2)cc1,ok,OK,28
294,Oc1ccc(Nc2cc(-c3ccc(O)cc3)n[nH]2)cc1,ok,OK,20
295,O=C1CN(CCCn2ccnc2)CCN1Cc1ccc(Cl)cc1,ok,OK,23
296,O=C1CN(CCCn2ccnc2)CCN1Cc1ccc(F)cc1,ok,OK,23
297,COc1ccc(-c2nn(-c3ccccc3)cc2Cn2ccnc2)cc1,ok,OK,25
298,Fc1ccc(-c2nn(-c3ccccc3)cc2Cn2ccnc2)cc1,ok,OK,24
299,Clc1[nH]c2ccccc2c1-c1nn(-c2ccccc2)cc1Cn1ccnc1,ok,OK,27
300,O=C(NCc1ccncc1)c1cn(-c2ccccc2)nc1-c1ccncc1,ok,OK,27
301,Cc1cc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)ccc1O,ok,OK,25
302,Cc1cc(O)ccc1C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,ok,OK,25
303,Cc1cc(O)cc(C)c1C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,ok,OK,26
304,Cc1cc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)cc(C)c1O,ok,OK,26
305,O=C1N[C@@H](Cc2ccc(O)c(F)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,ok,OK,25
306,O=C1N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,ok,OK,25
307,O=C1N[C@@H](Cc2ccc(O)c(Br)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,ok,OK,25
308,O=C1N[C@@H](Cc2ccc(O)c(Cl)c2)C(=O)N[C@H]1Cc1ccc(O)cc1,ok,OK,25
309,C#Cc1cc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)ccc1O,ok,OK,26
310,C=C[C@H](c1ccc(-c2ccc(O)c(Cl)c2)cc1)n1ccnc1,ok,OK,22
311,Fc1ccc(-c2ccc(/C=C/Cn3ccnc3)cc2)cc1,ok,OK,21
312,FC(F)(F)c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,ok,OK,22
313,COc1ccc(C[C@@H]2NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)cc1,ok,OK,25
314,O=C1N[C@@H](Cc2ccc(OCO)cc2)C(=O)N[C@H]1Cc1ccc(O)cc1,ok,OK,26
315,c1ccc2c(CCc3ccncn3)c[nH]c2c1,ok,OK,17
316,c1ccc2c(CCc3ccnc(N4CCOCC4)n3)c[nH]c2c1,ok,OK,23
317,Brc1ccc2[nH]cc(CCc3ccnc(N4CCOCC4)n3)c2c1,ok,OK,24
318,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,ok,OK,21
319,CC[C@@H](C(=O)Nc1ccncc1)c1ccccc1,ok,OK,18
320,O=C(Nc1ccncc1)[C@@H](NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,ok,OK,29
321,O=C(c1ccc(O)cc1)c1ccc(O)cc1,ok,OK,16
322,CSCC[C@H](NC(=O)C1CCC(C)CC1)C(=O)Nc1ccncc1,ok,OK,24
323,CC(C)[C@H](NC(=O)C1CCCCC1)C(=O)Nc1ccncc1,ok,OK,22
324,Cc1ccc(S(=O)(=O)NCCCOC(=O)Nc2ccncc2)cc1,ok,OK,24
325,Nc1cc2ccccc2c2ccccc12,ok,OK,15
326,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,ok,OK,27
327,COc1ccc(C(=O)O)cc1,ok,OK,11
328,CCc1ccc(C(=O)O)cc1,ok,OK,11
329,COc1ccc(C(=O)O)cc1OC,ok,OK,13
330,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],ok,OK,15
331,c1ccc2[nH]ccc2c1,ok,OK,9
332,CN(CCCC(=O)c1cccnc1)N=O,ok,OK,15
333,CC(=O)/C=C/C1=C(C)CCCC1(C)C,ok,OK,14
334,O=C(O)c1ccc2cc[nH]c2c1,ok,OK,12
335,O=C(O)c1ccc2ccccc2c1,ok,OK,13
336,CC(C)c1ccc(C(=O)O)cc1,ok,OK,12
337,CCOc1ccc(C(=O)O)cc1,ok,OK,12
338,CNc1ccc(C(=O)O)cc1,ok,OK,11
339,O=C(O)c1ccc(C2CC2)cc1,ok,OK,12
340,CCCCCCCc1ccc(C(=O)O)cc1,ok,OK,16
341,O=C(O)c1ccc(-c2ccsc2)cc1,ok,OK,14
342,COc1cccc(C(=O)O)c1,ok,OK,11
343,CSc1cccc(C(=O)O)c1,ok,OK,11
344,Cc1ccc(C(=O)O)cc1,ok,OK,10
345,Cc1cccc(C(=O)O)c1,ok,OK,10
346,CNc1cccc(C(=O)O)c1,ok,OK,11
347,CCOc1cccc(C(=O)O)c1,ok,OK,12
348,O=C(O)c1ccc(-c2cccnc2)cc1,ok,OK,15
349,O=C(O)c1ccc(-n2ccnc2)cc1,ok,OK,14
350,COc1ccc(/C=C/C(=O)O)cc1,ok,OK,13
351,CC(C)Cc1ccc(C(=O)O)cc1,ok,OK,13
352,C=Cc1ccc(C(=O)O)cc1,ok,OK,11
353,O=C(O)c1ccc(-c2ccccc2)cc1,ok,OK,15
354,COc1cccc(-c2ccc(C(=O)O)cc2)c1,ok,OK,17
355,O=C(O)c1ccc(-n2cncn2)cc1,ok,OK,14
356,CCCc1ccc(C(=O)O)cc1,ok,OK,12
357,O=C(O)c1ccc(Oc2ccccc2)cc1,ok,OK,16
358,O=C(O)c1ccc(C2CCCCC2)cc1,ok,OK,15
359,CCSc1ccc(C(=O)O)cc1,ok,OK,12
360,CSc1ccc(C(=O)O)cc1,ok,OK,11
361,O=C(O)c1ccc(-c2ccco2)cc1,ok,OK,14
362,O=C(O)c1ccc(-c2cccs2)cc1,ok,OK,14
363,O=C(O)c1ccc(I)cc1,ok,OK,10
364,O=C(O)c1ccc(F)cc1,ok,OK,10
365,O=C(O)c1ccc(Cl)cc1,ok,OK,10
366,O=C(O)c1ccc(CCl)cc1,ok,OK,11
367,O=C(O)c1ccc(CCBr)cc1,ok,OK,12
368,O=C(O)c1ccc(CCCl)cc1,ok,OK,12
369,O=C(O)c1ccc(C(=O)c2ccccc2)cc1,ok,OK,17
370,CCCCc1ccc(C(=O)O)cc1,ok,OK,13
371,CC(=O)[C@@](C)(O)c1ccc(C(=O)O)cc1,ok,OK,15
372,COc1ccc(C(=O)O)cc1O,ok,OK,12
373,O=C(O)c1ccc(-c2ccccn2)cc1,ok,OK,15
374,O=C(O)c1ccc(Cc2ccccc2)cc1,ok,OK,16
375,CCC(=O)c1ccc(C(=O)O)cc1,ok,OK,13
376,CC(=O)Cc1ccc(C(=O)O)cc1,ok,OK,13
377,O=C(O)c1ccc(OC(F)(F)F)cc1,ok,OK,14
378,O=C(O)c1ccc(O)cc1,ok,OK,10
379,O=C(O)c1ccc(CO)cc1,ok,OK,11
380,CC(C)(C)c1ccc(C(=O)O)cc1,ok,OK,13
381,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C=C3CC3)C3=CC[C@@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,ok,OK,34
382,CO[C@](c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1c(F)cccc1F)cc(=O)n2C)c1cncn1C,ok,OK,36
383,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(F)c2)cc1F,ok,OK,37
384,O=C(N[C@@H](Cn1cncn1)c1ccc(Cl)cc1Cl)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,ok,OK,35
385,O=C(N[C@@H](Cn1ccnc1)c1ccc(-c2ccc(F)cc2)cc1F)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,ok,OK,41
386,CCCCC[C@H](O)/C=C/C=C/CCCCCCCC(=O)O,ok,OK,21
387,Brc1ccc(-c2c[nH]cn2)cc1,ok,OK,12
388,Fc1ccc(-c2c[nH]cn2)cc1,ok,OK,12
389,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@]1(O)CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,ok,OK,50
390,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,ok,OK,49
391,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC,ok,OK,48
392,C[C@@H]1[C@@H](O)[C@@H](C)C[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@H]1O,ok,OK,26
393,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ok,OK,27
394,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,ok,OK,22
395,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ok,OK,23
396,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CC(=O)CC[C@]3(C)[C@H]1CC2,ok,OK,20
397,COc1ccc([C@](O)(c2cncnc2)C2CC2)cc1,ok,OK,19
398,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CC[C@@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)c1=O,ok,OK,51
399,O=C([C@@H](c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,ok,OK,32
400,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,ok,OK,33
401,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(F)ccc2F)cc1F,ok,OK,38
402,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(F)cc3F)CC2)cc1F,ok,OK,44
403,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1F,ok,OK,46
404,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1F,ok,OK,43
405,O=C(Nc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1)O[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,ok,OK,39
406,CC(C)c1ccc(NC(=O)O[C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,ok,OK,27
407,CC(C)c1ccc(NC(=O)O[C@H](Cn2ccnc2)c2ccc(F)cc2)cc1,ok,OK,27
408,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(S(=O)(=O)c3cccs3)CC2)cc1F,ok,OK,44
409,Cc1cc(Oc2cccc(Cn3ccnc3)c2)cc(C)c1Cl,ok,OK,22
410,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(F)c(F)c3)CC2)cc1F,ok,OK,44
411,Cc1ccc(Cl)cc1N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1,ok,OK,44
412,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)[C@H](O)/C=C/C=C/[C@@H]1C,ok,OK,36
413,Cc1ccc(OP(=O)(O)O)cc1,ok,OK,12
414,CCc1ccc(OP(=O)(O)O)cc1,ok,OK,13
415,CCc1cccc(OP(=O)(O)O)c1,ok,OK,13
416,CN1C(=O)[C@H](Cc2c[nH]c3cccc([N+](=O)[O-])c23)N(C)C(=O)[C@@H]1Cc1ccccc1,ok,OK,30
417,CN1C(=O)[C@](O)(Cc2ccccc2)N(C)C(=O)[C@@H]1Cc1c[nH]c2cccc([N+](=O)[O-])c12,ok,OK,31
418,CCCCCC[C@H]1C(=O)O[C@H](C)C/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,ok,OK,44
419,CC[C@H]1/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)/C=C/C(=O)O[C@@H]2[C@H](C)[C@H](CC1)O[C@]1(CC[C@H](C)[C@H](C[C@@H](C)O)O1)[C@H]2C,ok,OK,56
420,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,ok,OK,65
421,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,ok,OK,21
422,CC/C=C\C[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,ok,OK,21
423,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,ok,OK,21
424,CCCCC[C@@H]1O[C@@H]1C/C=C\CCCCCCCC(=O)O,ok,OK,21
425,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C/C=C/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,ok,OK,46
426,O=C1C(O)=CC(=O)c2c(O)cc(O)cc21,ok,OK,15
427,O=C1C=C(O)C(=O)c2ccccc21,ok,OK,13
428,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,ok,OK,34
429,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,ok,OK,35
430,Oc1cc(O)c2c(O)cc(O)c(O)c2c1,ok,OK,15
431,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,ok,OK,65
432,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,ok,OK,41
433,CC(C)=C[C@H](O)C/C(C)=C/CC/C(C)=C/Cc1c(C)[nH]c2ccccc2c1=O,ok,OK,28
434,C[C@@H]1O[C@@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)C[C@@H](N)[C@H]1O,ok,OK,33
435,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,ok,OK,28
