reaction_id,enzyme_id,compound_id,substrate_smiles,product_smiles,pmids
P450R0211,127,114,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@@H]([C@@]5([C@H]4CC(CC5)(C)C)C)O)C)C)(C)C)O,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)O)C)C)(C)C)O,28371833
P450R3718,128,129,CC1=CCC2C(CCC2(CC3C1CCC3(C)O)C)C(C)CCC=C(C)C,CC(CCC=C(C)C)C1CCC2(C1CC=C(C3C(C2)C(CC3=O)(C)O)C=O)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],27116000
P450R3719,129,130,CC1CCC23C1CCC2(C(=C4C3CC5C(CCC5(C4)C)C(C)C)C)C,CC1CCC23C1CCC2(C(=C4C3CC5C(CCC5(C4)C(=O)[O-])C(C)C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],27447198
P450R2896,130,131,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CC)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C;O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO,28525276
P450R2898,130,131,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CC)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C;O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO,28525276
P450R2899,130,131,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CC)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C;O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO,28525276
P450R2894,130,132,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CCO)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C,28525276
P450R2895,130,132,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CCO)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C,28525276
P450R2897,130,133,O=CCC1CC(C(=O)C=CC(=CC(C)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C,O=CCC1CC(C(=O)C=CC(=CC(CO)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C;O=CCC1CC(C(=O)C=CC2(OC2C(C)C(OC(=O)CC(O)C(C)C1OC3OC(C)CC(N(C)C)C3O)CC)C)C,28525276
P450R2900,130,133,O=CCC1CC(C(=O)C=CC(=CC(C)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C,O=CCC1CC(C(=O)C=CC(=CC(CO)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C;O=CCC1CC(C(=O)C=CC2(OC2C(C)C(OC(=O)CC(O)C(C)C1OC3OC(C)CC(N(C)C)C3O)CC)C)C,28525276
P450R2889,131,131,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CC)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C;O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO,28525276
P450R2891,131,131,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CC)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C;O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO,28525276
P450R2892,131,131,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CC)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C;O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CC)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO,28525276
P450R2887,131,132,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CCO)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C,28525276
P450R2888,131,132,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)C,O=C1OC(CC)C(C=C(C=CC(=O)C(C)CC(CCO)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(O)C1)C)CO;O=C1OC(CC)C(C)C2OC2(C=CC(=O)C(C)CC(CCO)C(OC3OC(C)CC(N(C)C)C3O)C(C)C(O)C1)C,28525276
P450R2890,131,133,O=CCC1CC(C(=O)C=CC(=CC(C)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C,O=CCC1CC(C(=O)C=CC(=CC(CO)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C;O=CCC1CC(C(=O)C=CC2(OC2C(C)C(OC(=O)CC(O)C(C)C1OC3OC(C)CC(N(C)C)C3O)CC)C)C,28525276
P450R2893,131,133,O=CCC1CC(C(=O)C=CC(=CC(C)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C,O=CCC1CC(C(=O)C=CC(=CC(CO)C(OC(=O)CC(O)C(C)C1OC2OC(C)CC(N(C)C)C2O)CC)C)C;O=CCC1CC(C(=O)C=CC2(OC2C(C)C(OC(=O)CC(O)C(C)C1OC3OC(C)CC(N(C)C)C3O)CC)C)C,28525276
P450R0216,132,57,CC(C)C1=CC2=C(C=C1)[C@]3(CCCC([C@@H]3CC2)(C)C)C,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],28381502
P450R3128,133,134,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,C[C@]12CC[C@@H](CC1=C[C@H]([C@@H]3[C@@H]2CC[C@]4([C@H]3[C@H](CC4=O)O)C)O)O,26032779
P450R0217,134,135,C/C=C\1/CN2[C@H]3C[C@@H]1C4[C@@H]2C[C@]5([C@@H]4OC(=O)C)C3=NC6=CC=CC=C56,C/C=C/1\[C@@H]2C[C@H]3C4=NC5=CC=CC=C5[C@]46C[C@@H](C2[C@H]6OC(=O)C)N3[C@@H]1O;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],28654178
P450R3274,135,136,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,
P450R0218,136,136,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,28842248
P450R0219,137,136,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)O,28842248
P450R0220,138,89,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,C1=CC(=CC=C1[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,28795267
P450R3721,139,137,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(C(CC(C5(C)C(=O)[O-])O)O)C(=O)[O-])C)C)C,CC(C)[C@H]1CC[C@@H]2[C@@]1(CC[C@]3([C@]2(CC[C@H]4C3=CC[C@@H]5[C@@]4([C@@H]([C@H]([C@@H]([C@@]5(C)C(=O)[O-])O)O)O)C(=O)[O-])C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29540755; 36602159
P450R3720,139,138,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C(=O)[O-])O)C)C)C)C,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CC(C(C5(C)C(=O)[O-])O)O)C)C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29540755; 36602159
P450R3722,140,139,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CC(C(C5(C)C(=O)[O-])O)O)C)C)C)C,CC(C)[C@H]1CC[C@@H]2[C@@]1(CC[C@]3([C@]2(CC[C@H]4C3=CC[C@@H]5[C@@]4([C@@H]([C@H]([C@@H]([C@@]5(C)C(=O)[O-])O)O)O)C(=O)[O-])C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29540755; 36602159
P450R3723,140,138,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C(=O)[O-])O)C)C)C)C,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(C(CC(C5(C)C(=O)[O-])O)O)C(=O)[O-])C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29540755; 36602159
P450R3724,141,140,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C)O)C)C)C)C,CC(C)C1CCC2C1(CCC3(C2(CCC4C3=CCC5C4(CCC(C5(C)C(=O)[O-])O)C)C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29540755; 36602159
P450R2843,142,141,O=C1NC2(OCCC(C)C1NC2=O)C(O)C(O)(C)CO,O=C1NC2(OCCC(C)C1(O)NC2=O)C(O)C(O)(C)CO,29194897
P450R0221,143,142,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C,C/C/1=C\C[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-];CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];C/C/1=C\C[C@@H]([C@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-];C/C/1=C\C[C@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C2=C,29086444
P450R0222,143,142,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C,C/C/1=C\C[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-];CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];C/C/1=C\C[C@@H]([C@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-];C/C/1=C\C[C@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C2=C,29086444
P450R0223,143,142,C/C/1=C\CC/C(=C/C[C@@H](CC1)C(=C)C(=O)[O-])/C,C/C/1=C\C[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-];CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];C/C/1=C\C[C@@H]([C@H](C/C(=C/CC1)/C)O)C(=C)C(=O)[O-];C/C/1=C\C[C@H]2[C@H](C/C(=C/CC1)/C)OC(=O)C2=C,29086444
P450R0226,144,143,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,CC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,29512903
P450R0225,144,144,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@H](C4=O)O)C,29512903
P450R0224,144,145,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3C[C@H]([C@@H]4O)O)C,29512903
P450R2077,144,146,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CC1,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)C(O)CC34)C2(C)CC1,
P450R2078,144,147,O=C1C=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CC1,O=C1C=C2CCC3C(CCC4(C(=O)C(O)CC34)C)C2(C)CC1,
P450R0227,145,148,CC1=CC(=C2C(=C1)O[C@]3([C@H](CCC(=O)C3=C2O)O)C(=O)OC)O,C[C@H]1CC(=O)C2=C(C3=C(C=CC(=C3O[C@]2([C@H]1OC(=O)C)C(=O)OC)C4=C(C5=C(C=C4C)O[C@]6([C@H](CCC(=O)C6=C5O)O)C(=O)OC)O)O)O,30394754
P450R2002,146,149,CC(C)[C@H]1CN[C@H](C[NH+]1C)CC2=CNC3=CC=CC=C32,CC(C)[C@H]1CN2[C@@H]3C4(C[C@H]5CN([C@H](CN5[C@@H]6C4(CC2C[NH+]1C)C7=CC=CC=C7N6)C(C)C)C(=O)C)C8=CC=CC=C8N3;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];CC(C)[C@H]1CN2[C@@H](CC34[C@H](NC5=CC=CC=C53)N6C[C@@H]([NH+](CC6CC47[C@@H]2NC8=CC=CC=C78)C)C(C)C)C[NH+]1C,38527935
P450R2003,146,149,CC(C)[C@H]1CN[C@H](C[NH+]1C)CC2=CNC3=CC=CC=C32,CC(C)[C@H]1CN2[C@@H]3C4(C[C@H]5CN([C@H](CN5[C@@H]6C4(CC2C[NH+]1C)C7=CC=CC=C7N6)C(C)C)C(=O)C)C8=CC=CC=C8N3;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+];CC(C)[C@H]1CN2[C@@H](CC34[C@H](NC5=CC=CC=C53)N6C[C@@H]([NH+](CC6CC47[C@@H]2NC8=CC=CC=C78)C)C(C)C)C[NH+]1C,38527935
P450R2004,146,150,CC(C)[C@H]1C[NH2+][C@H](CN1C(=O)C)CC2=CNC3=CC=CC=C32,CC(C)[C@H]1CN2[C@@H]3C4(C[C@H]5CN([C@H](CN5[C@@H]6C4(CC2C[NH2+]1)C7=CC=CC=C7N6)C(C)C)C(=O)C)C8=CC=CC=C8N3;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],38527935
P450R2005,147,151,CC(C)[C@H]1CN2[C@@H]3C4(C[C@H]5CN([C@H](CN5[C@@H]6C4(CC2C[NH+]1C)C7=CC=CC=C7N6)C(C)C)C(=O)C)C8=CC=CC=C8N3,CC(C)[C@H]1CN2[C@@H]3C4(C[C@H]5CN([C@H](CN5C6=NC7=CC=CC=C7C64CC2C[NH+]1C)C(C)C)C(=O)C)C8=CC=CC=C8N3;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],38527935
P450R3286,148,152,C1=CC(=CC(=C1)Br)CCBr,C1=CC(=CC(=C1)Br)[C@@H](CBr)O,
P450R3277,148,153,C1=CC(=CC(=C1)Br)CCCl,C1=CC(=CC(=C1)Br)[C@@H](CCl)O,
P450R3290,148,154,C1=CC(=CC=C1CCCl)Cl,C1=CC(=CC=C1[C@@H](CCl)O)Cl,
P450R3288,148,155,C1=CC(=CC=C1CCCl)F,C1=CC(=CC=C1[C@@H](CCl)O)F,
P450R3275,148,156,C1=CC=C(C=C1)CCCl,C1=CC=C(C=C1)[C@@H](CCl)O,
P450R3279,148,157,C=CCC1=CC=C(C=C1)F,C=C[C@H](C1=CC=C(C=C1)F)O,
P450R3276,148,158,C=CCC1=CC=CC=C1,C=C[C@H](C1=CC=CC=C1)O,
P450R3287,148,159,CC1=CC(=CC=C1)CC=C,CC1=CC(=CC=C1)[C@@H](C=C)O,
P450R3292,148,160,CC1=CC(=CC=C1)CCBr,CC1=CC(=CC=C1)[C@@H](CBr)O,
P450R3280,148,161,CC1=CC(=CC=C1)CCCl,CC1=CC(=CC=C1)[C@@H](CCl)O,
P450R3285,148,162,CC1=CC=C(C=C1)CC=C,CC1=CC=C(C=C1)[C@@H](C=C)O,
P450R3281,148,163,CC1=CC=CC=C1CC=C,CC1=CC=CC=C1[C@@H](C=C)O,
P450R3282,148,164,CCC1=CC(=CC=C1)Br,C[C@H](C1=CC(=CC=C1)Br)O,
P450R3289,148,165,CCC1=CC=C(C=C1)C,CC1=CC=C(C=C1)[C@@H](C)O,
P450R3278,148,166,CCC1=CC=C(C=C1)Cl,C[C@H](C1=CC=C(C=C1)Cl)O,
P450R3284,148,167,CCC1=CC=CC(=C1)C,CC1=CC(=CC=C1)[C@@H](C)O,
P450R3291,148,168,CCC1=CC=CC=C1,C[C@H](C1=CC=CC=C1)O,
P450R3283,148,169,COC1=CC=C(C=C1)CCCl,COC1=CC=C(C=C1)[C@@H](CCl)O,
P450R0229,149,170,C[C@@H]1CC[C@@H]2[C@@]([C@]1(CC/C(=C/CO)/C)O)(CCCC2(C)C)C,C[C@@H]1CC[C@@H]2[C@@]([C@]1(CC/C(=C/CO)/CO)O)(CCCC2(C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29315936
P450R0232,150,171,C[C@H](CC/C=C(\C)/C=O)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,C[C@H](CC/C=C(\C)/C(=O)[O-])[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29476632
P450R0231,150,172,C[C@H](CC/C=C(\C)/CO)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,C[C@H](CC/C=C(\C)/C=O)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29476632
P450R0230,150,173,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C;CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O;O;[H+],29476632
P450R0233,151,45,CC1=C(CCC([O-])=O)C2=[N+]3C1=Cc1c(C)c(C=C)c4C=C5C(C)=C(C=C)C6=[N+]5[Fe-]3(n14)n1c(=C6)c(C)c(CCC([O-])=O)c1=C2,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N;C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)OP(=O)([O-])[O-])O)O)C(=O)N;[H+],16612385
P450R0234,152,174,C/C/1=C\CC/C(=C/CC(CC1)C(=C)C)/C,,24704560
P450R0235,153,175,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,,31586110
P450R2385,154,176,CC1=C2C(=CC=C1)NC=C2CC(C(=O)O)N,O=C(O)C(N)CC1=CNC=2C1=C(C=CC2N(=O)=O)C,
P450R2495,154,177,O=C(O)C(N)CC1=CN(C2=C1C=CC=C2C3CC3)C,O=C(O)C(N)CC1=CN(C2=C1C(=CC=C2C3CC3)N(=O)=O)C,
P450R2483,154,178,O=C(O)C(N)CC1=CN(C2=CC=C(C=C21)C=3C=CC=CC3)C,O=C(O)C(N)CC1=CN(C2=CC=C(C=3C=CC=CC3)C(=C21)N(=O)=O)C,
P450R2531,154,179,O=C(O)C(N)CC1=CN(C2=CC=C(C=C21)C=3C=CN=CC3)C,O=C(O)C(N)CC1=CN(C2=CC=C(C=3C=CN=CC3)C(=C21)N(=O)=O)C,
P450R2497,154,180,O=C(O)C(N)CC1=CN(C2=CC=CC(=C21)C3CC3)C,O=C(O)C(N)CC1=CN(C2=C1C(=CC=C2N(=O)=O)C3CC3)C,
P450R2521,154,181,O=C(O)C(N)CC1=CN(C2=CC=CC(=C21)N3CCOCC3)C,O=C(O)C(N)CC1=CN(C2=C1C(=CC=C2N(=O)=O)N3CCOCC3)C,
P450R2487,154,182,O=C(O)C(N)CC1=CN(C=2C(=CC=CC12)C=3C=CC=CC3)C,O=C(O)C(N)CC1=CN(C=2C(=CC=C(C12)N(=O)=O)C=3C=CC=CC3)C,
P450R2535,154,183,O=C(O)C(N)CC1=CN(C=2C(=CC=CC12)C=3C=CN=CC3)C,O=C(O)C(N)CC1=CN(C=2C(=CC=C(C12)N(=O)=O)C=3C=CN=CC3)C,
P450R2511,154,184,O=C(O)C(N)CC1=CN(C=2C(C#C)=CC=CC12)C,O=C(O)C(N)CC1=CN(C=2C(C#C)=CC=C(C12)N(=O)=O)C,
P450R2503,154,185,O=C(O)C(N)CC1=CN(C=2C(C=C)=CC=CC12)C,O=C(O)C(N)CC1=CN(C=2C(C=C)=CC=C(C12)N(=O)=O)C,
P450R2479,154,186,O=C(O)C(N)CC1=CN(C=2C(N)=CC=CC12)C,O=C(O)C(N)CC1=CN(C=2C(N)=CC=C(C12)N(=O)=O)C,
P450R2806,154,187,O=C(O)C(N)CC1=CN(C=2C(O)=CC=CC12)C,O=C(O)C(N)CC1=CN(C=2C(O)=CC=C(C12)N(=O)=O)C,
P450R2527,154,188,O=C(O)C(N)CC1=CN(C=2C(SC)=CC=CC12)C,O=C(O)C(N)CC1=CN(C=2C(SC)=CC=C(C12)N(=O)=O)C,
P450R2509,154,189,O=C(O)C(N)CC1=CN(C=2C=C(C#C)C=CC21)C,O=C(O)C(N)CC1=CN(C=2C=C(C#C)C=C(C21)N(=O)=O)C,
P450R2501,154,190,O=C(O)C(N)CC1=CN(C=2C=C(C=C)C=CC21)C,O=C(O)C(N)CC1=CN(C=2C=C(C=C)C=C(C21)N(=O)=O)C,
P450R2493,154,191,O=C(O)C(N)CC1=CN(C=2C=C(C=CC21)C3CC3)C,O=C(O)C(N)CC1=CN(C=2C=C(C=C(C21)N(=O)=O)C3CC3)C,
P450R2485,154,192,O=C(O)C(N)CC1=CN(C=2C=C(C=CC21)C=3C=CC=CC3)C,O=C(O)C(N)CC1=CN(C=2C=C(C=C(C21)N(=O)=O)C=3C=CC=CC3)C,
P450R2533,154,193,O=C(O)C(N)CC1=CN(C=2C=C(C=CC21)C=3C=CN=CC3)C,O=C(O)C(N)CC1=CN(C=2C=C(C=C(C21)N(=O)=O)C=3C=CN=CC3)C,
