compound_id,smiles,name
186,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,(2S)-liquiritigenin
187,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,pinocembrin
188,C1C(OC2=CC(=C(C=C2C1=O)O)O)C3=CC=C(C=C3)O,"6,7,4'-trihydroxyflavanone"
189,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(C[C@H]5O)(C)C)C)C)C)(C)C)O,sophoradiol
190,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)OC(=O)/C=C/C2=CC=C(C=C2)O,p-coumaroylshikimate
191,C1[C@@H]([C@@H]([C@H](C[C@]1(C(=O)O)O)OC(=O)/C=C/C2=CC=C(C=C2)O)O)O,p-coumaroylquinate
192,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,4-coumaroyl-4'-hydroxyphenyllactic acid
193,COC1=C(C=CC(=C1)/C=C/C(=O)NCCCCN(CCCNC(=O)/C=C/C2=CC(=C(C=C2)O)OC)C(=O)/C=C/C3=CC(=C(C=C3)O)OC)O,"N1,N5,N10-triferuloylspermidine"
194,C1=CC(=CC=C1/C=C/C(=O)C(N(C(=O)/C=C/C2=CC=C(C=C2)O)C(=O)/C=C/C3=CC=C(C=C3)O)CCCNCCCN)O,"N1,N5,N10-tri(4-coumaroyl)spermidine"
195,C1=CC(=CC=C1CCNC(=O)/C=C/C2=CC=C(C=C2)O)O,p-coumaroyltyramine
196,C1=CC(=CC=C1C=CC(=O)NCCCCN=C(N)N)O,p-coumaroylagmatine
197,C1=CC(=CC=C1/C=C/C(=O)O[C@H](CC2=CC(=C(C=C2)O)O)C(=O)O)O,"4-coumaroyl-3',4'-dihydroxyphenyllactate"
198,C1=CC(=CC=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O,caffeoyl-4'-hydroxyphenyllactate
199,C[C@@]12CCCC([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)(C)C,ent-kaurene
200,CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C,(+)-delta-cadinene
201,C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)C,friedelin
202,CC(=CCC/C(=C/CC[C@](C)([C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@]2(CC[C@@H](C3(C)C)O)C)C)O)/C)C,arabidiol
203,C[C@H](CC/C=C(\C)/CCC=C(C)C)[C@]1(CCC2=C1CC[C@@H]3[C@@]2(CC[C@@H](C3(C)C)O)C)C,thalianol
204,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)OC,(S)-tetrahydrocolumbamine
205,COC1=C(C=C2[C@@H]3CC4=C(CN3CCC2=C1)C5=C(C=C4)OCO5)O,"(R,S)-cheilanthifoline"
206,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)O,(S)-scoulerine
207,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)O,scoulerine
208,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)O)O)OC,(R)-reticuline
209,COC1=C(C=C(C=C1)C[C@@H]2C3=CC(=C(C=C3CCN2)OC)O)O,(R)-norreticuline
210,COC1=CC(=CC(=C1)O)C2=CC=CC=C2,3-hydroxy-5-methoxybiphenyl
