exp,label,unit_cn,group_id,split,n_enzymes,n_samples,n_positive
EXP005,NN60,NN60组件,nn60_comp_0294,val,1,34,3
EXP005,NN60,NN60组件,nn60_comp_0295,val,1,33,3
EXP005,NN60,NN60组件,nn60_comp_0296,val,1,33,4
EXP005,NN60,NN60组件,nn60_comp_0297,train,2,33,2
EXP005,NN60,NN60组件,nn60_comp_0298,test,1,33,3
EXP005,NN60,NN60组件,nn60_comp_0299,val,1,33,3
EXP005,NN60,NN60组件,nn60_comp_0300,val,1,33,3
EXP005,NN60,NN60组件,nn60_comp_0301,test,1,33,4
EXP005,NN60,NN60组件,nn60_comp_0302,val,1,32,3
EXP005,NN60,NN60组件,nn60_comp_0303,test,1,32,3
EXP005,NN60,NN60组件,nn60_comp_0304,val,1,32,3
EXP005,NN60,NN60组件,nn60_comp_0305,val,1,32,3
EXP005,NN60,NN60组件,nn60_comp_0306,test,1,32,3
EXP005,NN60,NN60组件,nn60_comp_0307,train,1,32,1
EXP005,NN60,NN60组件,nn60_comp_0308,test,1,32,2
EXP005,NN60,NN60组件,nn60_comp_0309,val,1,31,2
EXP005,NN60,NN60组件,nn60_comp_0310,test,1,31,2
EXP005,NN60,NN60组件,nn60_comp_0311,val,1,31,3
EXP005,NN60,NN60组件,nn60_comp_0312,val,1,31,2
EXP005,NN60,NN60组件,nn60_comp_0313,val,1,31,2
EXP005,NN60,NN60组件,nn60_comp_0314,val,1,31,1
EXP005,NN60,NN60组件,nn60_comp_0315,val,1,31,3
EXP005,NN60,NN60组件,nn60_comp_0316,test,1,31,2
EXP005,NN60,NN60组件,nn60_comp_0317,test,1,31,4
EXP005,NN60,NN60组件,nn60_comp_0318,val,1,31,3
EXP005,NN60,NN60组件,nn60_comp_0319,val,1,31,3
EXP005,NN60,NN60组件,nn60_comp_0320,val,1,31,2
EXP005,NN60,NN60组件,nn60_comp_0321,val,1,30,2
EXP005,NN60,NN60组件,nn60_comp_0322,val,1,30,3
EXP005,NN60,NN60组件,nn60_comp_0323,test,1,30,3
EXP005,NN60,NN60组件,nn60_comp_0324,test,1,30,2
EXP005,NN60,NN60组件,nn60_comp_0325,test,1,30,3
EXP005,NN60,NN60组件,nn60_comp_0326,test,1,30,3
EXP005,NN60,NN60组件,nn60_comp_0327,val,1,30,3
EXP005,NN60,NN60组件,nn60_comp_0328,test,1,30,3
EXP005,NN60,NN60组件,nn60_comp_0329,val,1,30,1
EXP005,NN60,NN60组件,nn60_comp_0330,val,1,29,3
EXP005,NN60,NN60组件,nn60_comp_0331,test,1,29,3
EXP005,NN60,NN60组件,nn60_comp_0332,val,1,29,3
EXP005,NN60,NN60组件,nn60_comp_0333,test,1,29,3
EXP005,NN60,NN60组件,nn60_comp_0334,val,1,29,4
EXP005,NN60,NN60组件,nn60_comp_0335,test,1,29,2
EXP005,NN60,NN60组件,nn60_comp_0336,test,1,29,3
EXP005,NN60,NN60组件,nn60_comp_0337,val,1,29,3
EXP005,NN60,NN60组件,nn60_comp_0338,test,1,29,3
EXP005,NN60,NN60组件,nn60_comp_0339,train,2,29,1
EXP005,NN60,NN60组件,nn60_comp_0340,train,1,29,0
EXP005,NN60,NN60组件,nn60_comp_0341,test,1,29,2
EXP005,NN60,NN60组件,nn60_comp_0342,train,1,29,1
EXP005,NN60,NN60组件,nn60_comp_0343,test,1,28,2
EXP005,NN60,NN60组件,nn60_comp_0344,test,1,28,1
EXP005,NN60,NN60组件,nn60_comp_0345,train,1,28,1
EXP005,NN60,NN60组件,nn60_comp_0346,train,1,28,1
EXP005,NN60,NN60组件,nn60_comp_0347,test,1,28,2
EXP005,NN60,NN60组件,nn60_comp_0348,test,1,28,3
EXP005,NN60,NN60组件,nn60_comp_0349,train,1,28,1
EXP005,NN60,NN60组件,nn60_comp_0350,val,1,28,3
EXP005,NN60,NN60组件,nn60_comp_0351,val,1,28,2
EXP005,NN60,NN60组件,nn60_comp_0352,test,1,28,3
EXP005,NN60,NN60组件,nn60_comp_0353,train,1,28,1
EXP005,NN60,NN60组件,nn60_comp_0354,val,1,28,3
EXP005,NN60,NN60组件,nn60_comp_0355,train,1,27,1
EXP005,NN60,NN60组件,nn60_comp_0356,test,1,27,2
EXP005,NN60,NN60组件,nn60_comp_0357,val,1,27,2
EXP005,NN60,NN60组件,nn60_comp_0358,train,1,27,1
EXP005,NN60,NN60组件,nn60_comp_0359,val,1,27,2
EXP005,NN60,NN60组件,nn60_comp_0360,test,1,27,2
EXP005,NN60,NN60组件,nn60_comp_0361,val,1,27,2
EXP005,NN60,NN60组件,nn60_comp_0362,train,1,27,1
EXP005,NN60,NN60组件,nn60_comp_0363,test,1,27,2
EXP005,NN60,NN60组件,nn60_comp_0364,val,1,27,3
EXP005,NN60,NN60组件,nn60_comp_0365,test,1,27,2
EXP005,NN60,NN60组件,nn60_comp_0366,train,1,27,1
EXP005,NN60,NN60组件,nn60_comp_0367,train,1,27,1
EXP005,NN60,NN60组件,nn60_comp_0368,test,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0369,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0370,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0371,test,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0372,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0373,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0374,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0375,test,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0376,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0377,test,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0378,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0379,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0380,train,1,26,0
EXP005,NN60,NN60组件,nn60_comp_0381,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0382,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0383,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0384,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0385,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0386,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0387,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0388,val,1,26,2
EXP005,NN60,NN60组件,nn60_comp_0389,val,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0390,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0391,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0392,train,1,26,1
EXP005,NN60,NN60组件,nn60_comp_0393,test,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0394,test,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0395,val,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0396,test,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0397,test,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0398,val,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0399,val,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0400,val,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0401,test,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0402,val,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0403,train,2,25,2
EXP005,NN60,NN60组件,nn60_comp_0404,test,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0405,test,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0406,val,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0407,train,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0408,train,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0409,test,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0410,test,1,25,2
EXP005,NN60,NN60组件,nn60_comp_0411,train,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0412,train,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0413,val,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0414,train,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0415,train,1,25,1
EXP005,NN60,NN60组件,nn60_comp_0416,val,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0417,val,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0418,test,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0419,test,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0420,val,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0421,test,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0422,test,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0423,val,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0424,test,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0425,train,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0426,train,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0427,test,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0428,test,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0429,train,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0430,val,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0431,train,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0432,val,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0433,test,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0434,train,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0435,val,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0436,val,1,24,1
EXP005,NN60,NN60组件,nn60_comp_0437,test,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0438,val,1,24,2
EXP005,NN60,NN60组件,nn60_comp_0439,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0440,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0441,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0442,val,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0443,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0444,val,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0445,test,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0446,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0447,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0448,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0449,train,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0450,test,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0451,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0452,val,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0453,test,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0454,val,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0455,train,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0456,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0457,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0458,train,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0459,train,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0460,train,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0461,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0462,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0463,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0464,val,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0465,test,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0466,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0467,val,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0468,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0469,test,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0470,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0471,test,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0472,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0473,test,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0474,val,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0475,train,1,23,1
EXP005,NN60,NN60组件,nn60_comp_0476,val,1,23,2
EXP005,NN60,NN60组件,nn60_comp_0477,val,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0478,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0479,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0480,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0481,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0482,test,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0483,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0484,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0485,test,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0486,val,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0487,test,1,22,2
EXP005,NN60,NN60组件,nn60_comp_0488,val,1,22,2
EXP005,NN60,NN60组件,nn60_comp_0489,test,1,22,2
EXP005,NN60,NN60组件,nn60_comp_0490,val,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0491,test,1,22,2
EXP005,NN60,NN60组件,nn60_comp_0492,test,1,22,2
EXP005,NN60,NN60组件,nn60_comp_0493,test,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0494,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0495,test,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0496,train,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0497,val,1,22,1
EXP005,NN60,NN60组件,nn60_comp_0498,test,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0499,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0500,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0501,test,1,21,2
EXP005,NN60,NN60组件,nn60_comp_0502,test,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0503,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0504,test,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0505,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0506,test,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0507,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0508,test,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0509,val,1,21,2
EXP005,NN60,NN60组件,nn60_comp_0510,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0511,train,1,21,0
EXP005,NN60,NN60组件,nn60_comp_0512,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0513,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0514,test,1,21,2
EXP005,NN60,NN60组件,nn60_comp_0515,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0516,val,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0517,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0518,val,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0519,val,1,21,2
EXP005,NN60,NN60组件,nn60_comp_0520,test,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0521,val,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0522,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0523,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0524,train,1,21,1
EXP005,NN60,NN60组件,nn60_comp_0525,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0526,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0527,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0528,val,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0529,val,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0530,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0531,val,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0532,val,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0533,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0534,val,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0535,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0536,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0537,val,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0538,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0539,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0540,train,1,20,0
EXP005,NN60,NN60组件,nn60_comp_0541,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0542,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0543,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0544,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0545,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0546,train,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0547,val,1,20,2
EXP005,NN60,NN60组件,nn60_comp_0548,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0549,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0550,val,1,20,2
EXP005,NN60,NN60组件,nn60_comp_0551,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0552,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0553,test,1,20,1
EXP005,NN60,NN60组件,nn60_comp_0554,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0555,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0556,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0557,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0558,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0559,test,1,19,2
EXP005,NN60,NN60组件,nn60_comp_0560,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0561,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0562,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0563,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0564,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0565,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0566,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0567,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0568,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0569,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0570,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0571,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0572,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0573,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0574,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0575,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0576,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0577,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0578,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0579,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0580,test,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0581,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0582,train,1,19,1
EXP005,NN60,NN60组件,nn60_comp_0583,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0584,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0585,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0586,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0587,train,1,18,0
EXP005,NN60,NN60组件,nn60_comp_0588,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0589,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0590,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0591,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0592,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0593,test,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0594,test,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0595,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0596,train,1,18,0
EXP005,NN60,NN60组件,nn60_comp_0597,test,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0598,test,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0599,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0600,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0601,test,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0602,test,1,18,2
EXP005,NN60,NN60组件,nn60_comp_0603,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0604,train,1,18,1
EXP005,NN60,NN60组件,nn60_comp_0605,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0606,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0607,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0608,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0609,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0610,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0611,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0612,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0613,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0614,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0615,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0616,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0617,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0618,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0619,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0620,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0621,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0622,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0623,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0624,train,1,17,1
EXP005,NN60,NN60组件,nn60_comp_0625,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0626,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0627,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0628,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0629,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0630,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0631,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0632,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0633,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0634,train,1,16,0
EXP005,NN60,NN60组件,nn60_comp_0635,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0636,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0637,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0638,train,1,16,1
EXP005,NN60,NN60组件,nn60_comp_0639,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0640,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0641,train,1,15,0
EXP005,NN60,NN60组件,nn60_comp_0642,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0643,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0644,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0645,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0646,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0647,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0648,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0649,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0650,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0651,train,1,15,1
EXP005,NN60,NN60组件,nn60_comp_0652,train,1,14,1
EXP005,NN60,NN60组件,nn60_comp_0653,train,1,14,1
EXP005,NN60,NN60组件,nn60_comp_0654,train,1,14,1
EXP005,NN60,NN60组件,nn60_comp_0655,train,1,14,1
EXP005,NN60,NN60组件,nn60_comp_0656,train,1,13,1
EXP005,NN60,NN60组件,nn60_comp_0657,train,1,13,1
EXP005,NN60,NN60组件,nn60_comp_0658,train,1,13,1
EXP005,NN60,NN60组件,nn60_comp_0659,train,1,13,1
EXP005,NN60,NN60组件,nn60_comp_0660,train,1,13,1
EXP005,NN60,NN60组件,nn60_comp_0661,train,1,13,1
EXP005,NN60,NN60组件,nn60_comp_0662,train,1,13,1
EXP005,NN60,NN60组件,nn60_comp_0663,train,1,13,0
EXP005,NN60,NN60组件,nn60_comp_0664,train,1,12,0
EXP005,NN60,NN60组件,nn60_comp_0665,train,1,12,1
EXP005,NN60,NN60组件,nn60_comp_0666,train,1,12,1
EXP005,NN60,NN60组件,nn60_comp_0667,train,1,11,1
EXP005,NN60,NN60组件,nn60_comp_0668,train,1,7,0
EXP005,NN60,NN60组件,nn60_comp_0669,train,1,3,1
EXP005,NN60,NN60组件,nn60_comp_0670,train,1,2,0
EXP007,NN80,NN80组件,nn80_comp_0001,val,18,343,20
EXP007,NN80,NN80组件,nn80_comp_0002,test,15,538,61
EXP007,NN80,NN80组件,nn80_comp_0003,test,12,350,30
EXP007,NN80,NN80组件,nn80_comp_0004,val,11,233,14
EXP007,NN80,NN80组件,nn80_comp_0005,test,10,268,20
EXP007,NN80,NN80组件,nn80_comp_0006,test,10,260,21
EXP007,NN80,NN80组件,nn80_comp_0007,test,10,299,28
EXP007,NN80,NN80组件,nn80_comp_0008,val,9,187,11
EXP007,NN80,NN80组件,nn80_comp_0009,test,9,297,28
EXP007,NN80,NN80组件,nn80_comp_0010,val,8,166,10
EXP007,NN80,NN80组件,nn80_comp_0011,val,7,130,9
EXP007,NN80,NN80组件,nn80_comp_0012,test,7,180,13
EXP007,NN80,NN80组件,nn80_comp_0013,test,7,190,14
EXP007,NN80,NN80组件,nn80_comp_0014,test,7,682,98
EXP007,NN80,NN80组件,nn80_comp_0015,val,7,140,10
EXP007,NN80,NN80组件,nn80_comp_0016,test,6,147,11
EXP007,NN80,NN80组件,nn80_comp_0017,val,6,140,7
EXP007,NN80,NN80组件,nn80_comp_0018,test,6,184,19
EXP007,NN80,NN80组件,nn80_comp_0019,val,5,102,8
EXP007,NN80,NN80组件,nn80_comp_0020,test,5,155,15
EXP007,NN80,NN80组件,nn80_comp_0021,test,5,193,18
EXP007,NN80,NN80组件,nn80_comp_0022,val,5,106,5
EXP007,NN80,NN80组件,nn80_comp_0023,val,5,103,5
EXP007,NN80,NN80组件,nn80_comp_0024,val,4,101,8
EXP007,NN80,NN80组件,nn80_comp_0025,val,4,88,6
EXP007,NN80,NN80组件,nn80_comp_0026,test,4,160,19
EXP007,NN80,NN80组件,nn80_comp_0027,test,4,144,16
EXP007,NN80,NN80组件,nn80_comp_0028,val,4,86,4
EXP007,NN80,NN80组件,nn80_comp_0029,val,4,118,11
EXP007,NN80,NN80组件,nn80_comp_0030,test,4,160,17
EXP007,NN80,NN80组件,nn80_comp_0031,val,4,109,5
EXP007,NN80,NN80组件,nn80_comp_0032,test,4,153,17
EXP007,NN80,NN80组件,nn80_comp_0033,val,4,93,7
EXP007,NN80,NN80组件,nn80_comp_0034,val,4,81,0
EXP007,NN80,NN80组件,nn80_comp_0035,test,4,257,34
EXP007,NN80,NN80组件,nn80_comp_0036,val,4,82,4
EXP007,NN80,NN80组件,nn80_comp_0037,val,4,92,6
EXP007,NN80,NN80组件,nn80_comp_0038,val,3,68,5
EXP007,NN80,NN80组件,nn80_comp_0039,val,3,74,5
EXP007,NN80,NN80组件,nn80_comp_0040,val,3,110,12
EXP007,NN80,NN80组件,nn80_comp_0041,test,3,193,26
EXP007,NN80,NN80组件,nn80_comp_0042,val,3,74,6
EXP007,NN80,NN80组件,nn80_comp_0043,train,3,59,4
EXP007,NN80,NN80组件,nn80_comp_0044,val,3,70,4
EXP007,NN80,NN80组件,nn80_comp_0045,val,3,129,16
EXP007,NN80,NN80组件,nn80_comp_0046,val,3,100,9
