exp,label,unit_cn,group_id,split,n_enzymes,n_samples,n_positive
EXP007,NN80,NN80组件,nn80_comp_0893,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0894,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0895,train,1,41,4
EXP007,NN80,NN80组件,nn80_comp_0896,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0897,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0898,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0899,train,1,40,4
EXP007,NN80,NN80组件,nn80_comp_0900,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0901,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0902,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0903,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0904,train,1,48,5
EXP007,NN80,NN80组件,nn80_comp_0905,train,1,46,5
EXP007,NN80,NN80组件,nn80_comp_0906,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0907,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0908,train,1,31,3
EXP007,NN80,NN80组件,nn80_comp_0909,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_0910,train,1,41,4
EXP007,NN80,NN80组件,nn80_comp_0911,train,1,60,6
EXP007,NN80,NN80组件,nn80_comp_0912,train,1,28,2
EXP007,NN80,NN80组件,nn80_comp_0913,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0914,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0915,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0916,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0917,val,1,91,14
EXP007,NN80,NN80组件,nn80_comp_0918,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0919,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0920,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0921,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0922,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0923,train,1,29,3
EXP007,NN80,NN80组件,nn80_comp_0924,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0925,train,1,12,1
EXP007,NN80,NN80组件,nn80_comp_0926,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0927,test,1,18,0
EXP007,NN80,NN80组件,nn80_comp_0928,train,1,26,3
EXP007,NN80,NN80组件,nn80_comp_0929,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0930,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0931,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0932,train,1,31,2
EXP007,NN80,NN80组件,nn80_comp_0933,train,1,27,3
EXP007,NN80,NN80组件,nn80_comp_0934,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0935,train,1,36,3
EXP007,NN80,NN80组件,nn80_comp_0936,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0937,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0938,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0939,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0940,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_0941,train,1,44,5
EXP007,NN80,NN80组件,nn80_comp_0942,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0943,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0944,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0945,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0946,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0947,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0948,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0949,train,1,20,2
EXP007,NN80,NN80组件,nn80_comp_0950,train,1,28,3
EXP007,NN80,NN80组件,nn80_comp_0951,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0952,train,1,29,2
EXP007,NN80,NN80组件,nn80_comp_0953,train,1,33,3
EXP007,NN80,NN80组件,nn80_comp_0954,train,1,30,3
EXP007,NN80,NN80组件,nn80_comp_0955,train,1,30,1
EXP007,NN80,NN80组件,nn80_comp_0956,train,1,27,2
EXP007,NN80,NN80组件,nn80_comp_0957,val,1,109,16
EXP007,NN80,NN80组件,nn80_comp_0958,train,1,36,3
EXP007,NN80,NN80组件,nn80_comp_0959,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0960,train,1,54,7
EXP007,NN80,NN80组件,nn80_comp_0961,train,1,32,3
EXP007,NN80,NN80组件,nn80_comp_0962,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0963,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0964,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0965,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0966,train,1,24,2
EXP007,NN80,NN80组件,nn80_comp_0967,train,1,28,1
EXP007,NN80,NN80组件,nn80_comp_0968,train,1,21,2
EXP007,NN80,NN80组件,nn80_comp_0969,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0970,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0971,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0972,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0973,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0974,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_0975,val,1,72,10
EXP007,NN80,NN80组件,nn80_comp_0976,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0977,train,1,34,3
EXP007,NN80,NN80组件,nn80_comp_0978,train,1,28,3
EXP007,NN80,NN80组件,nn80_comp_0979,test,1,19,1
EXP007,NN80,NN80组件,nn80_comp_0980,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_0981,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_0982,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0983,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0984,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_0985,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0986,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0987,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0988,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_0989,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0990,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_0991,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_0992,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0993,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_0994,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0995,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_0996,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_0997,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_0998,train,1,23,1
EXP007,NN80,NN80组件,nn80_comp_0999,train,1,24,1
EXP007,NN80,NN80组件,nn80_comp_1000,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_1001,test,1,14,1
EXP007,NN80,NN80组件,nn80_comp_1002,test,1,13,1
EXP007,NN80,NN80组件,nn80_comp_1003,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_1004,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_1005,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_1006,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_1007,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_1008,test,1,15,1
EXP007,NN80,NN80组件,nn80_comp_1009,train,1,27,1
EXP007,NN80,NN80组件,nn80_comp_1010,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_1011,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_1012,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_1013,train,1,33,4
EXP007,NN80,NN80组件,nn80_comp_1014,train,1,34,2
EXP007,NN80,NN80组件,nn80_comp_1015,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_1016,train,1,29,1
EXP007,NN80,NN80组件,nn80_comp_1017,train,1,26,1
EXP007,NN80,NN80组件,nn80_comp_1018,train,1,21,1
EXP007,NN80,NN80组件,nn80_comp_1019,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_1020,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_1021,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_1022,train,1,12,1
EXP007,NN80,NN80组件,nn80_comp_1023,train,1,23,2
EXP007,NN80,NN80组件,nn80_comp_1024,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_1025,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_1026,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_1027,test,1,13,0
EXP007,NN80,NN80组件,nn80_comp_1028,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_1029,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_1030,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_1031,test,1,16,1
EXP007,NN80,NN80组件,nn80_comp_1032,test,1,18,1
EXP007,NN80,NN80组件,nn80_comp_1033,train,1,22,1
EXP007,NN80,NN80组件,nn80_comp_1034,train,1,20,1
EXP007,NN80,NN80组件,nn80_comp_1035,train,1,25,1
EXP007,NN80,NN80组件,nn80_comp_1036,test,1,17,1
EXP007,NN80,NN80组件,nn80_comp_1037,train,1,19,1
EXP007,NN80,NN80组件,nn80_comp_1038,train,1,20,1
